year,BoroCode,BoroName,CT2020,BoroCT2020,NTAName,NTA2020,CDTA2020,GEOID,group,is_top_aff,count
2023,"1",Manhattan,"026500","1026500",Washington Heights (North),MN1202,MN12,"36061026500",,,3
2023,"1",Manhattan,"027100","1027100",Washington Heights (North),MN1202,MN12,"36061027100",,,4
2023,"1",Manhattan,"027500","1027500",Washington Heights (North),MN1202,MN12,"36061027500",,,4
2023,"1",Manhattan,"027300","1027300",Washington Heights (North),MN1202,MN12,"36061027300",,,4
2023,"1",Manhattan,"028100","1028100",Washington Heights (North),MN1202,MN12,"36061028100",,,8
2023,"1",Manhattan,"027900","1027900",Washington Heights (North),MN1202,MN12,"36061027900",Top OZs (by units),NA,13
2023,"1",Manhattan,"028300","1028300",Washington Heights (North),MN1202,MN12,"36061028300",,,16
2023,"1",Manhattan,"028500","1028500",Washington Heights (North),MN1202,MN12,"36061028500",,,16
2023,"1",Manhattan,"028700","1028700",Washington Heights (North),MN1202,MN12,"36061028700",,,16
2023,"1",Manhattan,"026900","1026900",Washington Heights (North),MN1202,MN12,"36061026900",,,4
2023,"1",Manhattan,"026700","1026700",Washington Heights (North),MN1202,MN12,"36061026700",,,3
2023,"1",Manhattan,"027700","1027700",Washington Heights (North),MN1202,MN12,"36061027700",,,15
2023,"1",Manhattan,"031100","1031100",Highbridge Park,MN1291,MN12,"36061031100",,,20
2021,"3",Brooklyn,"051300","3051300",Williamsburg,BK0102,BK01,"36047051300",,,4
2021,"3",Brooklyn,"051900","3051900",Williamsburg,BK0102,BK01,"36047051900",,,3
2021,"3",Brooklyn,"052300","3052300",Williamsburg,BK0102,BK01,"36047052300",,,2
2021,"3",Brooklyn,"052700","3052700",Williamsburg,BK0102,BK01,"36047052700",,,3
2021,"3",Brooklyn,"052900","3052900",South Williamsburg,BK0103,BK01,"36047052900",,,3
2021,"3",Brooklyn,"053300","3053300",South Williamsburg,BK0103,BK01,"36047053300",,,2
2021,"3",Brooklyn,"055300","3055300",Williamsburg,BK0102,BK01,"36047055300",,,2
2021,"3",Brooklyn,"054500","3054500",South Williamsburg,BK0103,BK01,"36047054500",,,1
2021,"3",Brooklyn,"053900","3053900",South Williamsburg,BK0103,BK01,"36047053900",,,1
2021,"1",Manhattan,"002400","1002400",East Village,MN0303,MN03,"36061002400",,,3
2021,"3",Brooklyn,"054700","3054700",Williamsburg,BK0102,BK01,"36047054700",,,1
2021,"3",Brooklyn,"054900","3054900",Williamsburg,BK0102,BK01,"36047054900",,,2
2021,"3",Brooklyn,"055100","3055100",Williamsburg,BK0102,BK01,"36047055100",,,2
2021,"3",Brooklyn,"055500","3055500",Williamsburg,BK0102,BK01,"36047055500",,,1
2021,"3",Brooklyn,"052500","3052500",Williamsburg,BK0102,BK01,"36047052500",,,2
2021,"3",Brooklyn,"053500","3053500",South Williamsburg,BK0103,BK01,"36047053500",,,2
2021,"3",Brooklyn,"054300","3054300",Brooklyn Navy Yard,BK0261,BK02,"36047054300",,,1
2021,"3",Brooklyn,"003000","3003000",Bay Ridge,BK1001,BK10,"36047003000",,,4
2021,"3",Brooklyn,"003600","3003600",Bay Ridge,BK1001,BK10,"36047003600",,,4
2021,"3",Brooklyn,"003800","3003800",Bay Ridge,BK1001,BK10,"36047003800",,,4
2021,"3",Brooklyn,"006600","3006600",Bay Ridge,BK1001,BK10,"36047006600",,,4
2021,"3",Brooklyn,"006800","3006800",Bay Ridge,BK1001,BK10,"36047006800",,,5
2021,"3",Brooklyn,"007200","3007200",Sunset Park (West),BK0702,BK07,"36047007200",,,2
2021,"3",Brooklyn,"007400","3007400",Sunset Park (West),BK0702,BK07,"36047007400",,,4
2021,"3",Brooklyn,"012200","3012200",Sunset Park (Central),BK0703,BK07,"36047012200",,,4
2021,"3",Brooklyn,"012600","3012600",Bay Ridge,BK1001,BK10,"36047012600",,,5
2021,"3",Brooklyn,"013000","3013000",Bay Ridge,BK1001,BK10,"36047013000",,,6
2021,"3",Brooklyn,"002200","3002200",Sunset Park (West),BK0702,BK07,"36047002200",,,4
2021,"3",Brooklyn,"007000","3007000",Bay Ridge,BK1001,BK10,"36047007000",,,5
2021,"3",Brooklyn,"003400","3003400",Bay Ridge,BK1001,BK10,"36047003400",,,4
2021,"3",Brooklyn,"001804","3001804",Sunset Park (West),BK0702,BK07,"36047001804",,,2
2021,"3",Brooklyn,"001803","3001803",Sunset Park (West),BK0702,BK07,"36047001803",,,1
2022,"1",Manhattan,"001800","1001800",Lower East Side,MN0302,MN03,"36061001800",,,5
2022,"1",Manhattan,"003601","1003601",Lower East Side,MN0302,MN03,"36061003601",,,4
2022,"1",Manhattan,"003602","1003602",East Village,MN0303,MN03,"36061003602",,,5
2022,"1",Manhattan,"004100","1004100",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004100",,,4
2022,"1",Manhattan,"004300","1004300",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004300",,,4
2022,"1",Manhattan,"005501","1005501",Greenwich Village,MN0202,MN02,"36061005501",,,4
2022,"1",Manhattan,"005502","1005502",Greenwich Village,MN0202,MN02,"36061005502",,,6
2022,"1",Manhattan,"003800","1003800",East Village,MN0303,MN03,"36061003800",,,5
2022,"1",Manhattan,"001600","1001600",Chinatown-Two Bridges,MN0301,MN03,"36061001600",,,5
2022,"1",Manhattan,"003001","1003001",Lower East Side,MN0302,MN03,"36061003001",,,6
2022,"1",Manhattan,"005900","1005900",Greenwich Village,MN0202,MN02,"36061005900",,,5
2022,"1",Manhattan,"004900","1004900",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004900",,,3
2022,"1",Manhattan,"003002","1003002",East Village,MN0303,MN03,"36061003002",,,3
2022,"1",Manhattan,"004200","1004200",East Village,MN0303,MN03,"36061004200",,,5
2022,"1",Manhattan,"005700","1005700",Greenwich Village,MN0202,MN02,"36061005700",,,6
2022,"1",Manhattan,"003100","1003100",Tribeca-Civic Center,MN0102,MN01,"36061003100",,,3
2022,"1",Manhattan,"004500","1004500",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004500",,,4
2022,"1",Manhattan,"003300","1003300",Tribeca-Civic Center,MN0102,MN01,"36061003300",,,1
2022,"1",Manhattan,"004700","1004700",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004700",,,3
2022,"1",Manhattan,"003700","1003700",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061003700",,,3
2022,"1",Manhattan,"006500","1006500",Greenwich Village,MN0202,MN02,"36061006500",,,4
2022,"1",Manhattan,"002901","1002901",Tribeca-Civic Center,MN0102,MN01,"36061002901",,,3
2022,"1",Manhattan,"003200","1003200",East Village,MN0303,MN03,"36061003200",,,3
2022,"1",Manhattan,"002902","1002902",Chinatown-Two Bridges,MN0301,MN03,"36061002902",,,4
2022,"2",Bronx,"020200","2020200",Westchester Square,BX1001,BX10,"36005020200",,,3
2022,"2",Bronx,"020400","2020400",Westchester Square,BX1001,BX10,"36005020400",,,2
2022,"2",Bronx,"021002","2021002",Parkchester,BX0904,BX09,"36005021002",,,5
2022,"2",Bronx,"025200","2025200",Morris Park,BX1102,BX11,"36005025200",,,1
2022,"2",Bronx,"028600","2028600",Morris Park,BX1102,BX11,"36005028600",,,1
2022,"2",Bronx,"021001","2021001",Parkchester,BX0904,BX09,"36005021001",,,3
2022,"2",Bronx,"023800","2023800",Pelham Parkway-Van Nest,BX1101,BX11,"36005023800",,,3
2022,"2",Bronx,"026400","2026400",Throgs Neck-Schuylerville,BX1002,BX10,"36005026400",,,3
2022,"2",Bronx,"019400","2019400",Throgs Neck-Schuylerville,BX1002,BX10,"36005019400",,,3
2022,"2",Bronx,"009200","2009200",Castle Hill-Unionport,BX0903,BX09,"36005009200",,,5
2022,"2",Bronx,"009600","2009600",Westchester Square,BX1001,BX10,"36005009600",,,4
2022,"2",Bronx,"025600","2025600",Morris Park,BX1102,BX11,"36005025600",,,1
2022,"2",Bronx,"020000","2020000",Westchester Square,BX1001,BX10,"36005020000",,,2
2022,"2",Bronx,"028400","2028400",Hutchinson Metro Center,BX1161,BX11,"36005028400",,,3
2022,"2",Bronx,"020601","2020601",Westchester Square,BX1001,BX10,"36005020601",,,3
2022,"2",Bronx,"022200","2022200",Parkchester,BX0904,BX09,"36005022200",,,5
2018,"1",Manhattan,"005400","1005400",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061005400",,,2
2018,"1",Manhattan,"005800","1005800",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061005800",,,1
2018,"1",Manhattan,"007300","1007300",West Village,MN0203,MN02,"36061007300",,,2
2018,"1",Manhattan,"007700","1007700",West Village,MN0203,MN02,"36061007700",,,2
2018,"1",Manhattan,"008100","1008100",Chelsea-Hudson Yards,MN0401,MN04,"36061008100",,,2
2018,"1",Manhattan,"008300","1008300",Chelsea-Hudson Yards,MN0401,MN04,"36061008300",,,1
2018,"1",Manhattan,"008900","1008900",Chelsea-Hudson Yards,MN0401,MN04,"36061008900",,,1
2018,"1",Manhattan,"009300","1009300",Chelsea-Hudson Yards,MN0401,MN04,"36061009300",,,1
2018,"1",Manhattan,"009500","1009500",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061009500",,,1
2018,"1",Manhattan,"005900","1005900",Greenwich Village,MN0202,MN02,"36061005900",,,2
2018,"1",Manhattan,"006100","1006100",Greenwich Village,MN0202,MN02,"36061006100",,,2
2018,"1",Manhattan,"005600","1005600",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061005600",,,1
2018,"1",Manhattan,"007900","1007900",West Village,MN0203,MN02,"36061007900",,,1
2018,"1",Manhattan,"004200","1004200",East Village,MN0303,MN03,"36061004200",,,3
2018,"1",Manhattan,"008700","1008700",Chelsea-Hudson Yards,MN0401,MN04,"36061008700",,,1
2018,"1",Manhattan,"009100","1009100",Chelsea-Hudson Yards,MN0401,MN04,"36061009100",,,1
2018,"1",Manhattan,"006500","1006500",Greenwich Village,MN0202,MN02,"36061006500",,,2
2018,"1",Manhattan,"006300","1006300",Greenwich Village,MN0202,MN02,"36061006300",,,2
2018,"1",Manhattan,"007100","1007100",West Village,MN0203,MN02,"36061007100",,,2
2018,"1",Manhattan,"005000","1005000",Gramercy,MN0602,MN06,"36061005000",,,2
2018,"1",Manhattan,"005200","1005200",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061005200",,,2
2019,"2",Bronx,"007900","2007900",Melrose,BX0102,BX01,"36005007900",,,1
2019,"2",Bronx,"008700","2008700",Longwood,BX0202,BX02,"36005008700",,,1
2019,"2",Bronx,"012102","2012102",Longwood,BX0202,BX02,"36005012102",Bottom OZs (by units),NA,2
2019,"2",Bronx,"012500","2012500",Crotona Park East,BX0303,BX03,"36005012500",,,1
2019,"2",Bronx,"012901","2012901",Longwood,BX0202,BX02,"36005012901",,,1
2019,"2",Bronx,"013300","2013300",Morrisania,BX0301,BX03,"36005013300",,,1
2019,"2",Bronx,"013500","2013500",Morrisania,BX0301,BX03,"36005013500",,,1
2019,"2",Bronx,"012701","2012701",Longwood,BX0202,BX02,"36005012701",,,2
2019,"2",Bronx,"007700","2007700",Melrose,BX0102,BX01,"36005007700",,,1
2019,"2",Bronx,"008500","2008500",Longwood,BX0202,BX02,"36005008500",,,1
2019,"2",Bronx,"008300","2008300",Longwood,BX0202,BX02,"36005008300",,,1
2019,"2",Bronx,"009301","2009301",Hunts Point,BX0201,BX02,"36005009301",,,1
2019,"2",Bronx,"009302","2009302",Hunts Point,BX0201,BX02,"36005009302",,,1
2019,"2",Bronx,"008900","2008900",Hunts Point,BX0201,BX02,"36005008900",,,1
2019,"2",Bronx,"011900","2011900",Longwood,BX0202,BX02,"36005011900",,,2
2019,"2",Bronx,"015900","2015900",Longwood,BX0202,BX02,"36005015900",,,1
2019,"2",Bronx,"012101","2012101",Crotona Park East,BX0303,BX03,"36005012101",,,2
2019,"2",Bronx,"011502","2011502",Hunts Point,BX0201,BX02,"36005011502",,,2
2019,"2",Bronx,"012300","2012300",Crotona Park East,BX0303,BX03,"36005012300",,,2
2019,"2",Bronx,"013100","2013100",Longwood,BX0202,BX02,"36005013100",,,1
2019,"2",Bronx,"015100","2015100",Morrisania,BX0301,BX03,"36005015100",,,1
2020,"2",Bronx,"033601","2033601",Allerton,BX1104,BX11,"36005033601",,,1
2020,"2",Bronx,"033602","2033602",Williamsbridge-Olinville,BX1201,BX12,"36005033602",,,2
2020,"2",Bronx,"037400","2037400",Williamsbridge-Olinville,BX1201,BX12,"36005037400",,,2
2020,"2",Bronx,"041500","2041500",Bedford Park,BX0702,BX07,"36005041500",,,4
2020,"2",Bronx,"042300","2042300",Norwood,BX0703,BX07,"36005042300",,,4
2020,"2",Bronx,"042902","2042902",Norwood,BX0703,BX07,"36005042902",,,3
2020,"2",Bronx,"043101","2043101",Norwood,BX0703,BX07,"36005043101",,,3
2020,"2",Bronx,"042901","2042901",Norwood,BX0703,BX07,"36005042901",,,4
2020,"2",Bronx,"043102","2043102",Norwood,BX0703,BX07,"36005043102",,,3
2020,"2",Bronx,"043502","2043502",Woodlawn Cemetery,BX1271,BX12,"36005043502",,,4
2020,"2",Bronx,"041300","2041300",Bedford Park,BX0702,BX07,"36005041300",,,4
2020,"2",Bronx,"037600","2037600",Williamsbridge-Olinville,BX1201,BX12,"36005037600",,,2
2020,"2",Bronx,"042100","2042100",Norwood,BX0703,BX07,"36005042100",,,3
2020,"2",Bronx,"038000","2038000",Williamsbridge-Olinville,BX1201,BX12,"36005038000",,,2
2020,"2",Bronx,"033802","2033802",Williamsbridge-Olinville,BX1201,BX12,"36005033802",,,1
2020,"2",Bronx,"037200","2037200",Williamsbridge-Olinville,BX1201,BX12,"36005037200",,,2
2020,"2",Bronx,"037800","2037800",Williamsbridge-Olinville,BX1201,BX12,"36005037800",,,2
2020,"2",Bronx,"043501","2043501",Williamsbridge-Olinville,BX1201,BX12,"36005043501",,,4
2020,"2",Bronx,"041900","2041900",Norwood,BX0703,BX07,"36005041900",,,5
2020,"2",Bronx,"033400","2033400",Bronx Park,BX2791,BX27,"36005033400",,,6
2020,"2",Bronx,"042500","2042500",Norwood,BX0703,BX07,"36005042500",,,5
2022,"4",Queens,"044302","4044302",Corona,QN0402,QN04,"36081044302",,,1
2022,"4",Queens,"045700","4045700",Elmhurst,QN0401,QN04,"36081045700",,,1
2022,"4",Queens,"045900","4045900",Elmhurst,QN0401,QN04,"36081045900",,,1
2022,"4",Queens,"047300","4047300",Elmhurst,QN0401,QN04,"36081047300",,,1
2022,"4",Queens,"068300","4068300",Elmhurst,QN0401,QN04,"36081068300",,,1
2022,"4",Queens,"069300","4069300",Rego Park,QN0601,QN06,"36081069300",,,1
2022,"4",Queens,"069500","4069500",Rego Park,QN0601,QN06,"36081069500",,,1
2022,"4",Queens,"069701","4069701",Rego Park,QN0601,QN06,"36081069701",,,1
2022,"4",Queens,"071304","4071304",Forest Hills,QN0602,QN06,"36081071304",,,1
2022,"4",Queens,"071701","4071701",Rego Park,QN0601,QN06,"36081071701",,,1
2022,"4",Queens,"045500","4045500",Corona,QN0402,QN04,"36081045500",,,1
2022,"4",Queens,"071702","4071702",Rego Park,QN0601,QN06,"36081071702",,,1
2022,"4",Queens,"049900","4049900",Elmhurst,QN0401,QN04,"36081049900",,,1
2022,"4",Queens,"050500","4050500",Middle Village,QN0504,QN05,"36081050500",,,1
2022,"4",Queens,"069702","4069702",Rego Park,QN0601,QN06,"36081069702",,,1
2022,"4",Queens,"047500","4047500",Elmhurst,QN0401,QN04,"36081047500",,,1
2022,"4",Queens,"067900","4067900",Middle Village,QN0504,QN05,"36081067900",,,1
2022,"4",Queens,"068700","4068700",Rego Park,QN0601,QN06,"36081068700",,,1
2020,"1",Manhattan,"001800","1001800",Lower East Side,MN0302,MN03,"36061001800",,,3
2020,"1",Manhattan,"003400","1003400",East Village,MN0303,MN03,"36061003400",,,2
2020,"1",Manhattan,"003601","1003601",Lower East Side,MN0302,MN03,"36061003601",,,2
2020,"1",Manhattan,"003602","1003602",East Village,MN0303,MN03,"36061003602",,,1
2020,"1",Manhattan,"004001","1004001",East Village,MN0303,MN03,"36061004001",,,2
2020,"1",Manhattan,"004002","1004002",East Village,MN0303,MN03,"36061004002",,,2
2020,"1",Manhattan,"004100","1004100",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004100",,,3
2020,"1",Manhattan,"004300","1004300",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004300",,,2
2020,"1",Manhattan,"005501","1005501",Greenwich Village,MN0202,MN02,"36061005501",,,1
2020,"1",Manhattan,"005502","1005502",Greenwich Village,MN0202,MN02,"36061005502",,,1
2020,"1",Manhattan,"003800","1003800",East Village,MN0303,MN03,"36061003800",,,2
2020,"1",Manhattan,"004800","1004800",Gramercy,MN0602,MN06,"36061004800",,,2
2020,"1",Manhattan,"003001","1003001",Lower East Side,MN0302,MN03,"36061003001",,,2
2020,"1",Manhattan,"005900","1005900",Greenwich Village,MN0202,MN02,"36061005900",,,1
2020,"1",Manhattan,"006100","1006100",Greenwich Village,MN0202,MN02,"36061006100",,,2
2020,"1",Manhattan,"004900","1004900",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004900",,,1
2020,"1",Manhattan,"003002","1003002",East Village,MN0303,MN03,"36061003002",,,3
2020,"1",Manhattan,"004200","1004200",East Village,MN0303,MN03,"36061004200",,,2
2020,"1",Manhattan,"005700","1005700",Greenwich Village,MN0202,MN02,"36061005700",,,1
2020,"1",Manhattan,"004500","1004500",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004500",,,1
2020,"1",Manhattan,"006500","1006500",Greenwich Village,MN0202,MN02,"36061006500",,,1
2020,"1",Manhattan,"006300","1006300",Greenwich Village,MN0202,MN02,"36061006300",,,2
2020,"1",Manhattan,"005000","1005000",Gramercy,MN0602,MN06,"36061005000",,,2
2020,"1",Manhattan,"005200","1005200",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061005200",,,2
2020,"1",Manhattan,"003200","1003200",East Village,MN0303,MN03,"36061003200",,,2
2018,"1",Manhattan,"014300","1014300",Central Park,MN6491,MN64,"36061014300",,,19
2018,"1",Manhattan,"012101","1012101",Hell's Kitchen,MN0402,MN04,"36061012101",,,1
2018,"1",Manhattan,"012102","1012102",Hell's Kitchen,MN0402,MN04,"36061012102",,,1
2018,"1",Manhattan,"012500","1012500",Midtown-Times Square,MN0502,MN05,"36061012500",,,1
2018,"1",Manhattan,"012700","1012700",Hell's Kitchen,MN0402,MN04,"36061012700",,,1
2018,"1",Manhattan,"013100","1013100",Midtown-Times Square,MN0502,MN05,"36061013100",,,1
2018,"1",Manhattan,"013300","1013300",Hell's Kitchen,MN0402,MN04,"36061013300",,,1
2018,"1",Manhattan,"014900","1014900",Upper West Side-Lincoln Square,MN0701,MN07,"36061014900",,,2
2018,"1",Manhattan,"015101","1015101",Upper West Side-Lincoln Square,MN0701,MN07,"36061015101",,,1
2018,"1",Manhattan,"013700","1013700",Midtown-Times Square,MN0502,MN05,"36061013700",,,1
2018,"1",Manhattan,"013900","1013900",Hell's Kitchen,MN0402,MN04,"36061013900",,,1
2018,"1",Manhattan,"014500","1014500",Upper West Side-Lincoln Square,MN0701,MN07,"36061014500",,,1
2018,"1",Manhattan,"012902","1012902",Hell's Kitchen,MN0402,MN04,"36061012902",,,1
2018,"1",Manhattan,"013501","1013501",Hell's Kitchen,MN0402,MN04,"36061013501",,,1
2018,"1",Manhattan,"013502","1013502",Hell's Kitchen,MN0402,MN04,"36061013502",,,1
2018,"1",Manhattan,"014700","1014700",Upper West Side-Lincoln Square,MN0701,MN07,"36061014700",,,1
2018,"1",Manhattan,"015102","1015102",Upper West Side-Lincoln Square,MN0701,MN07,"36061015102",,,1
2018,"1",Manhattan,"012901","1012901",Hell's Kitchen,MN0402,MN04,"36061012901",,,1
2023,"1",Manhattan,"001402","1001402",Lower East Side,MN0302,MN03,"36061001402",,,2
2023,"1",Manhattan,"001800","1001800",Lower East Side,MN0302,MN03,"36061001800",,,2
2023,"1",Manhattan,"002201","1002201",Lower East Side,MN0302,MN03,"36061002201",,,2
2023,"1",Manhattan,"002602","1002602",East Village,MN0303,MN03,"36061002602",,,2
2023,"1",Manhattan,"002800","1002800",East Village,MN0303,MN03,"36061002800",,,2
2023,"1",Manhattan,"003400","1003400",East Village,MN0303,MN03,"36061003400",,,2
2023,"1",Manhattan,"003601","1003601",Lower East Side,MN0302,MN03,"36061003601",,,2
2023,"1",Manhattan,"003602","1003602",East Village,MN0303,MN03,"36061003602",,,2
2023,"1",Manhattan,"004001","1004001",East Village,MN0303,MN03,"36061004001",,,2
2023,"1",Manhattan,"004002","1004002",East Village,MN0303,MN03,"36061004002",,,2
2023,"1",Manhattan,"004300","1004300",SoHo-Little Italy-Hudson Square,MN0201,MN02,"36061004300",,,2
2023,"1",Manhattan,"005501","1005501",Greenwich Village,MN0202,MN02,"36061005501",,,1
2023,"1",Manhattan,"005502","1005502",Greenwich Village,MN0202,MN02,"36061005502",,,2
2023,"1",Manhattan,"003800","1003800",East Village,MN0303,MN03,"36061003800",,,2
2023,"1",Manhattan,"004800","1004800",Gramercy,MN0602,MN06,"36061004800",,,1
2023,"1",Manhattan,"003001","1003001",Lower East Side,MN0302,MN03,"36061003001",,,2
2023,"1",Manhattan,"005900","1005900",Greenwich Village,MN0202,MN02,"36061005900",,,1
2023,"1",Manhattan,"006100","1006100",Greenwich Village,MN0202,MN02,"36061006100",,,1
2023,"1",Manhattan,"002202","1002202",East Village,MN0303,MN03,"36061002202",,,2
2023,"1",Manhattan,"003002","1003002",East Village,MN0303,MN03,"36061003002",,,2
2023,"1",Manhattan,"004200","1004200",East Village,MN0303,MN03,"36061004200",,,2
2023,"1",Manhattan,"005700","1005700",Greenwich Village,MN0202,MN02,"36061005700",,,2
2023,"1",Manhattan,"004400","1004400",Stuyvesant Town-Peter Cooper Village,MN0601,MN06,"36061004400",,,1
2023,"1",Manhattan,"002601","1002601",East Village,MN0303,MN03,"36061002601",,,2
2023,"1",Manhattan,"003200","1003200",East Village,MN0303,MN03,"36061003200",,,2
2019,"1",Manhattan,"024301","1024301",Washington Heights (South),MN1201,MN12,"36061024301",,,3
2019,"1",Manhattan,"024900","1024900",Washington Heights (South),MN1201,MN12,"36061024900",,,5
2019,"1",Manhattan,"025500","1025500",Washington Heights (South),MN1201,MN12,"36061025500",,,6
2019,"1",Manhattan,"023501","1023501",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023501",,,2
2019,"1",Manhattan,"025300","1025300",Washington Heights (South),MN1201,MN12,"36061025300",,,6
2019,"1",Manhattan,"023900","1023900",Washington Heights (South),MN1201,MN12,"36061023900",,,2
2019,"1",Manhattan,"024500","1024500",Washington Heights (South),MN1201,MN12,"36061024500",,,2
2019,"1",Manhattan,"025100","1025100",Washington Heights (South),MN1201,MN12,"36061025100",,,5
2019,"1",Manhattan,"024700","1024700",Washington Heights (South),MN1201,MN12,"36061024700",,,2
2019,"1",Manhattan,"024302","1024302",Harlem (North),MN1002,MN10,"36061024302",,,4
2019,"1",Manhattan,"023700","1023700",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023700",,,2
2019,"1",Manhattan,"024100","1024100",Washington Heights (South),MN1201,MN12,"36061024100",Top OZs (by units),TRUE,2
2019,"1",Manhattan,"031100","1031100",Highbridge Park,MN1291,MN12,"36061031100",,,8
2018,"1",Manhattan,"029300","1029300",Inwood,MN1203,MN12,"36061029300",,,1
2018,"1",Manhattan,"029500","1029500",Inwood,MN1203,MN12,"36061029500",,,1
2018,"1",Manhattan,"029100","1029100",Inwood,MN1203,MN12,"36061029100",Top OZs (by units),TRUE,1
2018,"2",Bronx,"024700","2024700",University Heights (South)-Morris Heights,BX0501,BX05,"36005024700",,,3
2018,"1",Manhattan,"028100","1028100",Washington Heights (North),MN1202,MN12,"36061028100",,,3
2018,"1",Manhattan,"027900","1027900",Washington Heights (North),MN1202,MN12,"36061027900",Top OZs (by units),NA,4
2018,"1",Manhattan,"028300","1028300",Washington Heights (North),MN1202,MN12,"36061028300",,,3
2018,"1",Manhattan,"030300","1030300",Inwood,MN1203,MN12,"36061030300",,,1
2018,"1",Manhattan,"028500","1028500",Washington Heights (North),MN1202,MN12,"36061028500",,,2
2018,"1",Manhattan,"028700","1028700",Washington Heights (North),MN1202,MN12,"36061028700",,,2
2018,"2",Bronx,"025700","2025700",University Heights (North)-Fordham,BX0701,BX07,"36005025700",,,2
2018,"1",Manhattan,"029700","1029700",Inwood Hill Park,MN1292,MN12,"36061029700",,,1
2018,"1",Manhattan,"027700","1027700",Washington Heights (North),MN1202,MN12,"36061027700",,,3
2018,"1",Manhattan,"029900","1029900",Inwood,MN1203,MN12,"36061029900",,,3
2018,"1",Manhattan,"031100","1031100",Highbridge Park,MN1291,MN12,"36061031100",,,17
2021,"3",Brooklyn,"080400","3080400",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047080400",,,3
2021,"3",Brooklyn,"081000","3081000",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047081000",,,2
2021,"3",Brooklyn,"081400","3081400",East Flatbush-Rugby,BK1703,BK17,"36047081400",,,2
2021,"3",Brooklyn,"081600","3081600",East Flatbush-Erasmus,BK1701,BK17,"36047081600",,,2
2021,"3",Brooklyn,"081800","3081800",East Flatbush-Erasmus,BK1701,BK17,"36047081800",,,3
2021,"3",Brooklyn,"082000","3082000",East Flatbush-Erasmus,BK1701,BK17,"36047082000",,,4
2021,"3",Brooklyn,"082400","3082400",East Flatbush-Erasmus,BK1701,BK17,"36047082400",,,4
2021,"3",Brooklyn,"082600","3082600",East Flatbush-Erasmus,BK1701,BK17,"36047082600",,,2
2021,"3",Brooklyn,"085200","3085200",Holy Cross Cemetery,BK1771,BK17,"36047085200",,,2
2021,"3",Brooklyn,"085400","3085400",East Flatbush-Farragut,BK1702,BK17,"36047085400",,,2
2021,"3",Brooklyn,"085600","3085600",East Flatbush-Erasmus,BK1701,BK17,"36047085600",,,2
2021,"3",Brooklyn,"085800","3085800",East Flatbush-Rugby,BK1703,BK17,"36047085800",,,2
2021,"3",Brooklyn,"086000","3086000",East Flatbush-Rugby,BK1703,BK17,"36047086000",,,2
2021,"3",Brooklyn,"087000","3087000",East Flatbush-Rugby,BK1703,BK17,"36047087000",,,2
2021,"3",Brooklyn,"087401","3087401",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047087401",,,2
2021,"3",Brooklyn,"080800","3080800",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047080800",,,4
2021,"3",Brooklyn,"087200","3087200",East Flatbush-Rugby,BK1703,BK17,"36047087200",,,2
2020,"4",Queens,"069701","4069701",Rego Park,QN0601,QN06,"36081069701",,,2
2020,"4",Queens,"071304","4071304",Forest Hills,QN0602,QN06,"36081071304",,,2
2020,"4",Queens,"072100","4072100",Forest Hills,QN0602,QN06,"36081072100",,,2
2020,"4",Queens,"072300","4072300",Forest Hills,QN0602,QN06,"36081072300",,,1
2020,"4",Queens,"073700","4073700",Forest Hills,QN0602,QN06,"36081073700",,,1
2020,"4",Queens,"073900","4073900",Forest Hills,QN0602,QN06,"36081073900",,,1
2020,"4",Queens,"074100","4074100",Forest Hills,QN0602,QN06,"36081074100",,,1
2020,"4",Queens,"074300","4074300",Forest Hills,QN0602,QN06,"36081074300",,,1
2020,"4",Queens,"074700","4074700",Forest Hills,QN0602,QN06,"36081074700",,,1
2020,"4",Queens,"075702","4075702",Forest Hills,QN0602,QN06,"36081075702",,,1
2020,"4",Queens,"071306","4071306",Forest Hills,QN0602,QN06,"36081071306",,,2
2020,"4",Queens,"070900","4070900",Forest Hills,QN0602,QN06,"36081070900",,,1
2020,"4",Queens,"071100","4071100",Forest Hills,QN0602,QN06,"36081071100",,,2
