CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,hu_post,aff_units_post,is_oz,other_units_post,aff_share_post,group,is_top_aff
"245","1",Manhattan,"024500","1024500",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024500","4112",6448.51664749000,2284357.75798000023,5787,294,0,5493,"0.05080352514256091",,
"251","1",Manhattan,"025100","1025100",I,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025100","4112",5376.09013013000,1716083.59586000000,933,4,0,929,"0.004287245444801715",,
"409","2",Bronx,"040900","2040900",I,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040900","4208",15453.18971860000,12556714.86600000039,1457,1223,0,234,"0.8393960192175703",,
"421","2",Bronx,"042100","2042100",E,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042100","4207",8694.25873575000,2673342.03019999992,2200,45,0,2155,"0.020454545454545454",,
"231","2",Bronx,"023100","2023100",I,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023100","4205",4561.29789396000,1274640.79298999999,459,0,1,459,"0",,
"381","2",Bronx,"038100","2038100",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038100","4205",6821.68429409000,1623055.07281000004,2642,286,0,2356,"0.10825132475397427",,
"237.03","2",Bronx,"023703","2023703",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023703","4205",4924.11175038000,1071852.04081999999,1831,0,0,1831,"0",,
"460","2",Bronx,"046000","2046000",E,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005046000","4212",7510.86085921000,3096852.82347999979,1067,0,0,1067,"0",,
"310","2",Bronx,"031000","2031000",I,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031000","4211",10749.38711000000,6884023.23070000019,1349,0,0,1349,"0",,
"264","2",Bronx,"026400","2026400",E,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005026400","4210",9591.39240308000,4598804.23137999978,2292,0,0,2292,"0",,
"451.02","2",Bronx,"045102","2045102",I,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005045102","4212",8578.18765006000,2286399.94962000009,944,0,0,944,"0",,
"194","1",Manhattan,"019400","1019400",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019400","4111",5528.87200704000,1882581.73032000009,2943,712,1,2231,"0.2419300033978933",,
"52","2",Bronx,"005200","2005200",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005200","4209",5768.45798969000,2011352.11724000005,904,0,1,904,"0",,
"227.01","2",Bronx,"022701","2022701",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005022701","4205",4896.08443587000,1257526.85074999998,2065,0,0,2065,"0",,
"31","2",Bronx,"003100","2003100",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003100","4221",5846.67260185000,1680016.41434999998,1126,410,0,716,"0.3641207815275311",,
"230","2",Bronx,"023000","2023000",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023000","4211",6389.99914549000,1716002.06064000004,1034,0,0,1034,"0",,
"78","2",Bronx,"007800","2007800",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007800","4209",8948.31662728000,3356614.69038000004,2136,0,0,2136,"0",,
"98","2",Bronx,"009800","2009800",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009800","4209",10239.31974670000,5571662.88487999979,1780,0,0,1780,"0",,
"229.01","2",Bronx,"022901","2022901",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005022901","4205",4912.93143803000,1298013.06291999994,2078,0,0,2078,"0",,
"233.02","2",Bronx,"023302","2023302",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023302","4205",3663.70826277000,681178.60939100001,1066,0,0,1066,"0",,
"255","2",Bronx,"025500","2025500",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005025500","4207",6479.23658289000,1804882.18084000004,2407,265,1,2142,"0.11009555463232239",,
"261","2",Bronx,"026100","2026100",I,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005026100","4207",6370.60799911000,1883009.60467000003,1232,0,0,1232,"0",,
"263","2",Bronx,"026300","2026300",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005026300","4207",7531.64846149000,1717613.86589000002,2348,0,0,2348,"0",,
"90","2",Bronx,"009000","2009000",I,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009000","4209",29351.53579480000,11318415.34549999982,1248,0,1,1248,"0",,
"110","2",Bronx,"011000","2011000",I,Ferry Point Park-St. Raymond Cemetery,BX1091,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005011000","4210",26872.21473410000,21745194.38890000060,0,0,0,0,NA,,
"380","2",Bronx,"038000","2038000",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005038000","4212",6060.98527267000,2283171.53066000016,2185,413,0,1772,"0.18901601830663617",,
"269","2",Bronx,"026900","2026900",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005026900","4207",12031.42928710000,4241425.45265999995,2000,200,0,1800,"0.1",,
"117.01","2",Bronx,"011701","2011701",I,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011701","4221",7838.28994299000,2404622.88853000011,519,0,0,519,"0",,
"247","2",Bronx,"024700","2024700",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005024700","4205",7632.89908613000,1577722.99603000004,742,0,1,742,"0",,
"189","2",Bronx,"018900","2018900",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018900","4204",8004.65803760000,3924065.13713999977,3026,510,1,2516,"0.16853932584269662",NA,TRUE
"177.01","2",Bronx,"017701","2017701",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017701","4204",5297.41611987000,1147218.69693999994,1453,0,1,1453,"0",,
"273","1",Manhattan,"027300","1027300",I,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027300","4112",8366.38526816000,1904895.76481000008,3356,0,0,3356,"0",,
"281","1",Manhattan,"028100","1028100",I,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028100","4112",4855.38175209000,972223.47639299999,1550,0,0,1550,"0",,
"295","2",Bronx,"029500","2029500",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029500","4208",9091.90702775000,2525167.26530000009,2117,0,0,2117,"0",,
"247","1",Manhattan,"024700","1024700",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024700","4112",6989.39518657000,2731880.53432000009,2994,0,0,2994,"0",,
"185.01","2",Bronx,"018501","2018501",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005018501","4263",5800.67200749000,1983331.83422000008,1398,0,0,1398,"0",,
"185.02","2",Bronx,"018502","2018502",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005018502","4263",8644.61336112000,2447227.85931000020,2156,0,0,2156,"0",,
"281","2",Bronx,"028100","2028100",I,Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028100","4208",5583.93477162000,1389942.43238999997,1793,0,0,1793,"0",,
"435.03","2",Bronx,"043503","2043503",I,Van Cortlandt Park,BX2691,BX26,BX26 Van Cortlandt Park (JIA 26 Equivalent),"36005043503","4208",32864.11423850000,50658600.28819999844,43,0,0,43,"0",,
"358","2",Bronx,"035800","2035800",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005035800","4212",11178.46442660000,7018832.21619999968,2858,10,0,2848,"0.0034989503149055285",,
"462.08","2",Bronx,"046208","2046208",E,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005046208","4212",14071.85250720000,5212691.23306000046,1497,0,0,1497,"0",,
"279","1",Manhattan,"027900","1027900",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027900","4112",7385.12437184000,1941500.06309999991,4357,76,1,4281,"0.017443194858847832",Top OZs (by units),NA
"283","1",Manhattan,"028300","1028300",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028300","4112",6277.24840989000,1628091.21395000000,3382,164,0,3218,"0.04849201655824956",,
"303","1",Manhattan,"030300","1030300",E,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061030300","4112",6142.66243358000,1685292.55508999992,1930,0,1,1930,"0",,
"307","1",Manhattan,"030700","1030700",I,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061030700","4112",4134.72251582000,905520.60555400001,1989,0,0,1989,"0",,
"243.02","1",Manhattan,"024302","1024302",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061024302","4110",7510.13824302000,2271883.49854000006,2799,0,0,2799,"0",,
"285","1",Manhattan,"028500","1028500",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028500","4112",5110.47682714000,1312484.63788999990,2695,107,0,2588,"0.03970315398886828",,
"287","1",Manhattan,"028700","1028700",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061028700","4112",12359.01676430000,5714367.87060000002,1801,59,1,1742,"0.032759578012215435",,
"383.03","2",Bronx,"038303","2038303",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038303","4205",5279.01294335000,809976.91691300005,1229,0,0,1229,"0",,
"399.02","2",Bronx,"039902","2039902",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005039902","4205",5160.37055450000,1309646.33100000001,1819,0,0,1819,"0",,
"236","1",Manhattan,"023600","1023600",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023600","4110",9240.69776812000,2825486.15815000003,4422,0,0,4422,"0",,
"63.01","2",Bronx,"006301","2006301",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006301","4204",15300.64970100000,8580996.96395999938,2617,0,0,2617,"0",,
"1","2",Bronx,"000100","2000100",I,Rikers Island,QN0151,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36005000100","4221",18897.48787460000,18163734.86630000174,0,0,0,0,NA,,
"929","4",Queens,"092900","4092900",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081092900","4407",22327.13437830000,10263731.72849999927,2502,0,0,2502,"0",,
"99","4",Queens,"009900","4009900",I,Astoria Park,QN0191,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009900","4401",8570.89447834000,2674946.26191999996,0,0,0,0,NA,,
"240","1",Manhattan,"024000","1024000",I,Randall's Island,MN1191,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024000","4111",24946.23886430000,23466537.78339999914,0,0,0,0,NA,,
"215.02","2",Bronx,"021502","2021502",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021502","4205",5951.34415382000,1680527.03579000011,2256,0,1,2256,"0",,
"217","2",Bronx,"021700","2021700",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021700","4205",7592.67103330000,1730154.08747999999,1857,640,0,1217,"0.3446418955304254",,
"161","2",Bronx,"016100","2016100",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016100","4263",6476.48424725000,2574283.99096000008,2274,303,1,1971,"0.13324538258575197",,
"163","2",Bronx,"016300","2016300",I,Crotona Park,BX0391,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016300","4263",11725.24599250000,6339738.91571000032,0,0,0,0,NA,,
"85","2",Bronx,"008500","2008500",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008500","4221",6463.49930600000,1966131.63445000001,2130,121,0,2009,"0.0568075117370892",,
"83","2",Bronx,"008300","2008300",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008300","4221",6859.50986391000,2317448.72459000023,2276,57,0,2219,"0.025043936731107205",,
"93.01","2",Bronx,"009301","2009301",E,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005009301","4221",11477.80372810000,6151422.05865999963,2009,0,0,2009,"0",,
"93.02","2",Bronx,"009302","2009302",I,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005009302","4221",32163.45991210000,19083500.22280000150,0,0,0,0,NA,,
"19.02","2",Bronx,"001902","2001902",I,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001902","4221",14105.20896520000,5059222.36985000037,593,0,0,593,"0",,
"60","2",Bronx,"006000","2006000",I,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005006000","4263",7936.02721662000,3643377.60448999982,400,0,0,400,"0",,
"157","2",Bronx,"015700","2015700",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015700","4263",8523.06227111000,3362918.50473999977,2303,502,1,1801,"0.21797655232305688",,
"213.01","2",Bronx,"021301","2021301",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021301","4205",3825.33381217000,660910.24225400004,450,0,0,450,"0",,
"211","2",Bronx,"021100","2021100",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021100","4204",6198.80364421000,1643854.58459999994,2090,617,0,1473,"0.2952153110047847",,
"4","2",Bronx,"000400","2000400",I,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005000400","4209",24785.52510070000,8557952.79179999977,2260,0,0,2260,"0",,
"84","2",Bronx,"008400","2008400",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005008400","4209",6555.89756227000,1674998.43775000004,1029,0,0,1029,"0",,
"205.02","2",Bronx,"020502","2020502",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005020502","4205",4451.88242509000,1087282.09961999999,1039,0,1,1039,"0",,
"348","2",Bronx,"034800","2034800",E,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005034800","4211",9984.71435277000,4713061.03356999997,2330,0,0,2330,"0",,
"462.03","2",Bronx,"046203","2046203",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046203","4210",18390.32060880000,9658546.17463999987,3294,0,0,3294,"0",,
"504","2",Bronx,"050400","2050400",I,Pelham Bay Park,BX2891,BX28,BX28 Pelham Bay Park (JIA 28 Approximation),"36005050400","4210",87336.57113010000,79328110.85240000486,0,0,0,0,NA,,
"302.01","2",Bronx,"030201","2030201",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030201","4210",6891.73799755000,2389751.86469000019,1738,0,0,1738,"0",,
"201","2",Bronx,"020100","2020100",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005020100","4204",7189.18549485000,2986855.17713999981,1496,247,1,1249,"0.16510695187165775",,
"205.01","2",Bronx,"020501","2020501",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005020501","4205",7750.47822933000,2963976.42593999999,2664,0,1,2664,"0",,
"387","2",Bronx,"038700","2038700",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038700","4263",6115.85414051000,1971794.64431999996,1518,30,0,1488,"0.019762845849802372",,
"389","2",Bronx,"038900","2038900",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038900","4263",5446.61192122000,1846409.29823999992,2069,27,1,2042,"0.01304978250362494",,
"302.02","2",Bronx,"030202","2030202",E,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030202","4210",7709.41171805000,3349142.44305999996,2687,0,0,2687,"0",,
"462.05","2",Bronx,"046205","2046205",I,Co-op City,BX1004,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005046205","4210",16254.62850270000,9427018.68508999981,1933,0,0,1933,"0",,
"198","1",Manhattan,"019800","1019800",I,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019800","4111",6798.19491984000,2445887.81044000015,1079,138,0,941,"0.1278962001853568",,
"200","1",Manhattan,"020000","1020000",E,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061020000","4110",6792.10941856000,1376327.67439999990,1893,174,0,1719,"0.0919175911251981",,
"20.01","2",Bronx,"002001","2002001",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002001","4209",6478.80336821000,2135695.10207000002,1758,0,0,1758,"0",,
"2","2",Bronx,"000200","2000200",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005000200","4209",15251.73556940000,4877012.60886999965,1504,0,0,1504,"0",,
"24","2",Bronx,"002400","2002400",I,Soundview Park,BX0991,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002400","4209",18349.77539190000,7794400.36763999984,0,0,0,0,NA,,
"67","2",Bronx,"006700","2006700",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006700","4221",6521.59069326000,2277490.10761999991,2595,120,1,2475,"0.046242774566473986",,
"69","2",Bronx,"006900","2006900",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006900","4221",6537.68936891000,2029126.24401000002,2846,154,0,2692,"0.054111033028812365",,
"103","4",Queens,"010300","4010300",E,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010300","4401",9276.26165095000,2695889.53782000020,1943,0,0,1943,"0",,
"105","4",Queens,"010500","4010500",E,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010500","4401",6626.64144139000,2131456.34231000021,1912,0,0,1912,"0",,
"71","2",Bronx,"007100","2007100",I,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007100","4221",8603.54219177000,2841852.30795999989,1386,709,1,677,"0.5115440115440115",,
"75","2",Bronx,"007500","2007500",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007500","4221",7309.73011269000,2458741.05682000006,2469,175,1,2294,"0.07087889833940866",,
"414","2",Bronx,"041400","2041400",E,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005041400","4212",15050.21923910000,5946470.24736999907,1956,151,0,1805,"0.07719836400817996",,
"418","2",Bronx,"041800","2041800",E,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005041800","4212",7326.95048861000,2930549.04742999980,1330,0,0,1330,"0",,
"297","2",Bronx,"029700","2029700",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029700","4208",8468.06284938000,2505976.65497000003,1865,154,0,1711,"0.08257372654155495",,
"193","2",Bronx,"019300","2019300",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019300","4204",9040.22883255000,2587522.51678000018,2418,249,1,2169,"0.10297766749379653",,
"364","2",Bronx,"036400","2036400",E,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005036400","4212",6813.06449480000,2192124.07398999995,914,0,0,914,"0",,
"368","2",Bronx,"036800","2036800",I,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005036800","4212",6000.41621200000,1820239.39529999997,667,20,0,647,"0.029985007496251874",,
"356","2",Bronx,"035600","2035600",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005035600","4212",11247.06172460000,4342980.07390000019,701,0,0,701,"0",,
"360","2",Bronx,"036000","2036000",E,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005036000","4211",7630.00053147000,2857374.66537000006,1007,11,0,996,"0.010923535253227408",,
"224.03","2",Bronx,"022403","2022403",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022403","4211",5656.25258213000,1338120.84786999994,1274,0,0,1274,"0",,
"152","1",Manhattan,"015200","1015200",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015200","4108",9520.89267453000,1963680.58273999998,4080,0,0,4080,"0",,
"169","2",Bronx,"016900","2016900",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016900","4263",5261.39181311000,1000160.76187000005,621,0,0,621,"0",,
"167","2",Bronx,"016700","2016700",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016700","4263",6657.24286164000,2218870.01062999992,1123,0,1,1123,"0",,
"171","2",Bronx,"017100","2017100",I,Claremont Park,BX0492,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017100","4204",6257.33979686000,1862238.93675000011,0,0,0,0,NA,,
"997.03","4",Queens,"099703","4099703",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099703","4407",15482.91558220000,6202992.74792999960,1916,0,0,1916,"0",,
"332.01","2",Bronx,"033201","2033201",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033201","4211",4758.78917985000,1224202.53515999997,2390,0,0,2390,"0",,
"332.02","2",Bronx,"033202","2033202",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033202","4211",4633.93273333000,1231532.64168999996,1582,0,0,1582,"0",,
"330","2",Bronx,"033000","2033000",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033000","4211",7143.78153980000,2218400.95043999981,2272,46,0,2226,"0.020246478873239437",,
"338.01","2",Bronx,"033801","2033801",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033801","4211",4676.22902963000,1231399.54218999995,967,0,0,967,"0",,
"338.02","2",Bronx,"033802","2033802",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005033802","4212",2869.67164085000,505775.56090899999,601,0,0,601,"0",,
"372","2",Bronx,"037200","2037200",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037200","4212",6270.89914884000,2008935.32507000002,925,0,0,925,"0",,
"218","2",Bronx,"021800","2021800",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021800","4209",7720.34687279000,3233495.64276000019,2464,0,0,2464,"0",,
"235.01","2",Bronx,"023501","2023501",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023501","4205",4911.68968905000,736577.69379399996,1244,0,0,1244,"0",,
"235.02","2",Bronx,"023502","2023502",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023502","4205",6400.70354483000,1034853.28122999996,1645,0,0,1645,"0",,
"197","2",Bronx,"019700","2019700",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019700","4204",5397.42181082000,1592884.18629000010,2499,132,1,2367,"0.05282112845138055",,
"63.02","2",Bronx,"006302","2006302",I,Yankee Stadium-Macombs Dam Park,BX0491,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006302","4204",9678.13343198000,2811049.70230000000,0,0,0,0,NA,,
"199","2",Bronx,"019900","2019900",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019900","4204",5758.40981496000,1905761.62887999997,3184,517,1,2667,"0.16237437185929648",NA,TRUE
"237","1",Manhattan,"023700","1023700",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023700","4109",7009.19408539000,2895989.55683000013,2911,238,0,2673,"0.08175884575747167",,
"241","1",Manhattan,"024100","1024100",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024100","4112",6465.86190784000,1910464.81294999993,3478,197,1,3281,"0.05664174813110983",Top OZs (by units),TRUE
"997.05","4",Queens,"099705","4099705",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099705","4407",11619.69208460000,4734006.25129000004,1373,0,0,1373,"0",,
"999","4",Queens,"099900","4099900",I,Fort Totten,QN0761,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099900","4407",14563.73839980000,6957321.43585000094,0,0,0,0,NA,,
"220","2",Bronx,"022000","2022000",E,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005022000","4263",11231.08326100000,2459914.76586999977,716,0,0,716,"0",,
