"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US36061000500","Census Tract 5; New York County; New York","-","**",
"1400000US36061000600","Census Tract 6; New York County; New York","914","247",
"1400000US36061000700","Census Tract 7; New York County; New York","3,500+","***",
"1400000US36061000800","Census Tract 8; New York County; New York","1289","94",
"1400000US36061000900","Census Tract 9; New York County; New York","3,500+","***",
"1400000US36061001001","Census Tract 10.01; New York County; New York","1213","96",
"1400000US36061001002","Census Tract 10.02; New York County; New York","659","160",
"1400000US36061001200","Census Tract 12; New York County; New York","1164","592",
"1400000US36061001300","Census Tract 13; New York County; New York","3,500+","***",
"1400000US36061001401","Census Tract 14.01; New York County; New York","1343","173",
"1400000US36061001402","Census Tract 14.02; New York County; New York","1263","410",
"1400000US36061001501","Census Tract 15.01; New York County; New York","3356","328",
"1400000US36061001502","Census Tract 15.02; New York County; New York","3,500+","***",
"1400000US36061001600","Census Tract 16; New York County; New York","1340","206",
"1400000US36061001800","Census Tract 18; New York County; New York","2066","288",
"1400000US36061002000","Census Tract 20; New York County; New York","655","168",
"1400000US36061002100","Census Tract 21; New York County; New York","3,500+","***",
"1400000US36061002201","Census Tract 22.01; New York County; New York","1118","202",
"1400000US36061002202","Census Tract 22.02; New York County; New York","3084","407",
"1400000US36061002400","Census Tract 24; New York County; New York","568","46",
"1400000US36061002500","Census Tract 25; New York County; New York","439","166",
"1400000US36061002601","Census Tract 26.01; New York County; New York","958","33",
"1400000US36061002602","Census Tract 26.02; New York County; New York","2266","471",
"1400000US36061002700","Census Tract 27; New York County; New York","1534","307",
"1400000US36061002800","Census Tract 28; New York County; New York","1243","331",
"1400000US36061002901","Census Tract 29.01; New York County; New York","-","**",
"1400000US36061002902","Census Tract 29.02; New York County; New York","1480","298",
"1400000US36061003001","Census Tract 30.01; New York County; New York","2336","170",
"1400000US36061003002","Census Tract 30.02; New York County; New York","1600","561",
"1400000US36061003100","Census Tract 31; New York County; New York","3,500+","***",
"1400000US36061003200","Census Tract 32; New York County; New York","2340","436",
"1400000US36061003300","Census Tract 33; New York County; New York","3,500+","***",
"1400000US36061003400","Census Tract 34; New York County; New York","2279","228",
"1400000US36061003601","Census Tract 36.01; New York County; New York","1168","332",
"1400000US36061003602","Census Tract 36.02; New York County; New York","2626","566",
"1400000US36061003700","Census Tract 37; New York County; New York","3,500+","***",
"1400000US36061003800","Census Tract 38; New York County; New York","2248","302",
"1400000US36061003900","Census Tract 39; New York County; New York","2290","314",
"1400000US36061004001","Census Tract 40.01; New York County; New York","2539","446",
"1400000US36061004002","Census Tract 40.02; New York County; New York","3,500+","***",
"1400000US36061004100","Census Tract 41; New York County; New York","1745","272",
"1400000US36061004200","Census Tract 42; New York County; New York","3110","903",
"1400000US36061004300","Census Tract 43; New York County; New York","2696","972",
"1400000US36061004400","Census Tract 44; New York County; New York","3185","1074",
"1400000US36061004500","Census Tract 45; New York County; New York","3,500+","***",
"1400000US36061004700","Census Tract 47; New York County; New York","3339","863",
"1400000US36061004800","Census Tract 48; New York County; New York","2575","867",
"1400000US36061004900","Census Tract 49; New York County; New York","2988","290",
"1400000US36061005000","Census Tract 50; New York County; New York","2982","820",
"1400000US36061005200","Census Tract 52; New York County; New York","2955","1382",
"1400000US36061005400","Census Tract 54; New York County; New York","2724","745",
"1400000US36061005501","Census Tract 55.01; New York County; New York","3110","604",
"1400000US36061005502","Census Tract 55.02; New York County; New York","2030","1498",
"1400000US36061005600","Census Tract 56; New York County; New York","1941","1512",
"1400000US36061005700","Census Tract 57; New York County; New York","3,500+","***",
"1400000US36061005800","Census Tract 58; New York County; New York","3,500+","***",
"1400000US36061005900","Census Tract 59; New York County; New York","2279","503",
"1400000US36061006000","Census Tract 60; New York County; New York","3194","439",
"1400000US36061006100","Census Tract 61; New York County; New York","2847","530",
"1400000US36061006200","Census Tract 62; New York County; New York","3150","337",
"1400000US36061006300","Census Tract 63; New York County; New York","3457","522",
"1400000US36061006400","Census Tract 64; New York County; New York","3034","380",
"1400000US36061006500","Census Tract 65; New York County; New York","2766","119",
"1400000US36061006600","Census Tract 66; New York County; New York","2441","439",
"1400000US36061006700","Census Tract 67; New York County; New York","2869","581",
"1400000US36061006800","Census Tract 68; New York County; New York","3021","442",
"1400000US36061006900","Census Tract 69; New York County; New York","3,500+","***",
"1400000US36061007001","Census Tract 70.01; New York County; New York","3297","712",
"1400000US36061007002","Census Tract 70.02; New York County; New York","3,500+","***",
"1400000US36061007100","Census Tract 71; New York County; New York","3492","368",
"1400000US36061007200","Census Tract 72; New York County; New York","3231","225",
"1400000US36061007300","Census Tract 73; New York County; New York","2791","221",
"1400000US36061007400","Census Tract 74; New York County; New York","3,500+","***",
"1400000US36061007500","Census Tract 75; New York County; New York","2462","348",
"1400000US36061007600","Census Tract 76; New York County; New York","2840","705",
"1400000US36061007700","Census Tract 77; New York County; New York","3253","632",
"1400000US36061007800","Census Tract 78; New York County; New York","3492","374",
"1400000US36061007900","Census Tract 79; New York County; New York","3,500+","***",
"1400000US36061008000","Census Tract 80; New York County; New York","3249","348",
"1400000US36061008100","Census Tract 81; New York County; New York","3003","356",
"1400000US36061008200","Census Tract 82; New York County; New York","3,500+","***",
"1400000US36061008300","Census Tract 83; New York County; New York","1555","361",
"1400000US36061008400","Census Tract 84; New York County; New York","3,500+","***",
"1400000US36061008601","Census Tract 86.01; New York County; New York","3,500+","***",
"1400000US36061008602","Census Tract 86.02; New York County; New York","-","**",
"1400000US36061008603","Census Tract 86.03; New York County; New York","3351","588",
"1400000US36061008700","Census Tract 87; New York County; New York","3206","299",
"1400000US36061008800","Census Tract 88; New York County; New York","2911","920",
"1400000US36061008900","Census Tract 89; New York County; New York","2036","425",
"1400000US36061009000","Census Tract 90; New York County; New York","3172","146",
"1400000US36061009100","Census Tract 91; New York County; New York","3106","402",
"1400000US36061009200","Census Tract 92; New York County; New York","3,500+","***",
"1400000US36061009300","Census Tract 93; New York County; New York","1997","580",
"1400000US36061009400","Census Tract 94; New York County; New York","2792","130",
"1400000US36061009500","Census Tract 95; New York County; New York","3,500+","***",
"1400000US36061009600","Census Tract 96; New York County; New York","2125","1234",
"1400000US36061009700","Census Tract 97; New York County; New York","1008","424",
"1400000US36061009800","Census Tract 98; New York County; New York","2748","287",
"1400000US36061009901","Census Tract 99.01; New York County; New York","3,500+","***",
"1400000US36061009902","Census Tract 99.02; New York County; New York","3,500+","***",
"1400000US36061009903","Census Tract 99.03; New York County; New York","3,500+","***",
"1400000US36061010000","Census Tract 100; New York County; New York","2485","707",
"1400000US36061010100","Census Tract 101; New York County; New York","3,500+","***",
"1400000US36061010200","Census Tract 102; New York County; New York","-","**",
"1400000US36061010300","Census Tract 103; New York County; New York","3,500+","***",
"1400000US36061010400","Census Tract 104; New York County; New York","2276","1304",
"1400000US36061010601","Census Tract 106.01; New York County; New York","2983","524",
"1400000US36061010602","Census Tract 106.02; New York County; New York","3,500+","***",
"1400000US36061010801","Census Tract 108.01; New York County; New York","2910","284",
"1400000US36061010802","Census Tract 108.02; New York County; New York","3487","1059",
"1400000US36061010803","Census Tract 108.03; New York County; New York","3273","586",
"1400000US36061010900","Census Tract 109; New York County; New York","3269","521",
"1400000US36061011000","Census Tract 110; New York County; New York","2701","207",
"1400000US36061011100","Census Tract 111; New York County; New York","3329","810",
"1400000US36061011201","Census Tract 112.01; New York County; New York","3,500+","***",
"1400000US36061011202","Census Tract 112.02; New York County; New York","3,500+","***",
"1400000US36061011203","Census Tract 112.03; New York County; New York","3,500+","***",
"1400000US36061011300","Census Tract 113; New York County; New York","2400","1466",
"1400000US36061011401","Census Tract 114.01; New York County; New York","3,500+","***",
"1400000US36061011402","Census Tract 114.02; New York County; New York","3378","933",
"1400000US36061011500","Census Tract 115; New York County; New York","3329","922",
"1400000US36061011600","Census Tract 116; New York County; New York","1981","435",
"1400000US36061011700","Census Tract 117; New York County; New York","3,500+","***",
"1400000US36061011800","Census Tract 118; New York County; New York","2987","481",
"1400000US36061011900","Census Tract 119; New York County; New York","364","83",
"1400000US36061012000","Census Tract 120; New York County; New York","2276","626",
"1400000US36061012101","Census Tract 121.01; New York County; New York","1607","632",
"1400000US36061012102","Census Tract 121.02; New York County; New York","1374","251",
"1400000US36061012200","Census Tract 122; New York County; New York","2664","478",
"1400000US36061012400","Census Tract 124; New York County; New York","3108","445",
"1400000US36061012500","Census Tract 125; New York County; New York","3,500+","***",
"1400000US36061012601","Census Tract 126.01; New York County; New York","2801","340",
"1400000US36061012602","Census Tract 126.02; New York County; New York","3,500+","***",
"1400000US36061012700","Census Tract 127; New York County; New York","2527","286",
"1400000US36061012800","Census Tract 128; New York County; New York","2564","350",
"1400000US36061012901","Census Tract 129.01; New York County; New York","2636","354",
"1400000US36061012902","Census Tract 129.02; New York County; New York","2188","230",
"1400000US36061013000","Census Tract 130; New York County; New York","2627","663",
"1400000US36061013100","Census Tract 131; New York County; New York","3086","355",
"1400000US36061013201","Census Tract 132.01; New York County; New York","2360","298",
"1400000US36061013202","Census Tract 132.02; New York County; New York","3175","430",
"1400000US36061013203","Census Tract 132.03; New York County; New York","2104","298",
"1400000US36061013300","Census Tract 133; New York County; New York","2837","661",
"1400000US36061013400","Census Tract 134; New York County; New York","2433","161",
"1400000US36061013501","Census Tract 135.01; New York County; New York","1639","448",
"1400000US36061013502","Census Tract 135.02; New York County; New York","2002","1080",
"1400000US36061013601","Census Tract 136.01; New York County; New York","3,500+","***",
"1400000US36061013602","Census Tract 136.02; New York County; New York","3221","905",
"1400000US36061013603","Census Tract 136.03; New York County; New York","2985","652",
"1400000US36061013604","Census Tract 136.04; New York County; New York","2455","221",
"1400000US36061013700","Census Tract 137; New York County; New York","3,500+","***",
"1400000US36061013800","Census Tract 138; New York County; New York","2437","288",
"1400000US36061013900","Census Tract 139; New York County; New York","2412","378",
"1400000US36061014000","Census Tract 140; New York County; New York","2864","561",
"1400000US36061014200","Census Tract 142; New York County; New York","3,500+","***",
"1400000US36061014300","Census Tract 143; New York County; New York","-","**",
"1400000US36061014401","Census Tract 144.01; New York County; New York","2740","268",
"1400000US36061014402","Census Tract 144.02; New York County; New York","2617","305",
"1400000US36061014500","Census Tract 145; New York County; New York","3,500+","***",
"1400000US36061014601","Census Tract 146.01; New York County; New York","2611","257",
"1400000US36061014602","Census Tract 146.02; New York County; New York","2565","325",
"1400000US36061014700","Census Tract 147; New York County; New York","3,500+","***",
"1400000US36061014801","Census Tract 148.01; New York County; New York","2868","601",
"1400000US36061014802","Census Tract 148.02; New York County; New York","3030","258",
"1400000US36061014900","Census Tract 149; New York County; New York","3,500+","***",
"1400000US36061015001","Census Tract 150.01; New York County; New York","2912","264",
"1400000US36061015002","Census Tract 150.02; New York County; New York","3,500+","***",
"1400000US36061015101","Census Tract 151.01; New York County; New York","718","300",
"1400000US36061015102","Census Tract 151.02; New York County; New York","3,500+","***",
"1400000US36061015200","Census Tract 152; New York County; New York","2698","1224",
"1400000US36061015301","Census Tract 153.01; New York County; New York","2979","648",
"1400000US36061015302","Census Tract 153.02; New York County; New York","3441","314",
"1400000US36061015401","Census Tract 154.01; New York County; New York","2194","188",
"1400000US36061015402","Census Tract 154.02; New York County; New York","2884","406",
"1400000US36061015403","Census Tract 154.03; New York County; New York","-","**",
"1400000US36061015501","Census Tract 155.01; New York County; New York","2704","788",
"1400000US36061015502","Census Tract 155.02; New York County; New York","3147","896",
"1400000US36061015601","Census Tract 156.01; New York County; New York","2713","346",
"1400000US36061015602","Census Tract 156.02; New York County; New York","1898","766",
"1400000US36061015700","Census Tract 157; New York County; New York","2820","510",
"1400000US36061015801","Census Tract 158.01; New York County; New York","2438","423",
"1400000US36061015802","Census Tract 158.02; New York County; New York","3,500+","***",
"1400000US36061015900","Census Tract 159; New York County; New York","2463","505",
"1400000US36061016001","Census Tract 160.01; New York County; New York","3231","595",
"1400000US36061016002","Census Tract 160.02; New York County; New York","1905","155",
"1400000US36061016100","Census Tract 161; New York County; New York","3136","301",
"1400000US36061016200","Census Tract 162; New York County; New York","843","222",
"1400000US36061016300","Census Tract 163; New York County; New York","2767","413",
"1400000US36061016400","Census Tract 164; New York County; New York","1147","279",
"1400000US36061016500","Census Tract 165; New York County; New York","2727","223",
"1400000US36061016600","Census Tract 166; New York County; New York","1242","320",
"1400000US36061016700","Census Tract 167; New York County; New York","2779","362",
"1400000US36061016800","Census Tract 168; New York County; New York","813","128",
"1400000US36061016900","Census Tract 169; New York County; New York","3295","293",
"1400000US36061017000","Census Tract 170; New York County; New York","1332","77",
"1400000US36061017100","Census Tract 171; New York County; New York","2931","1305",
"1400000US36061017200","Census Tract 172; New York County; New York","1014","491",
"1400000US36061017300","Census Tract 173; New York County; New York","2496","887",
"1400000US36061017401","Census Tract 174.01; New York County; New York","1097","240",
"1400000US36061017402","Census Tract 174.02; New York County; New York","2270","828",
"1400000US36061017500","Census Tract 175; New York County; New York","2431","919",
"1400000US36061017700","Census Tract 177; New York County; New York","2423","1177",
"1400000US36061017800","Census Tract 178; New York County; New York","2030","227",
"1400000US36061017900","Census Tract 179; New York County; New York","2112","383",
"1400000US36061018000","Census Tract 180; New York County; New York","1257","241",
"1400000US36061018100","Census Tract 181; New York County; New York","1720","405",
"1400000US36061018200","Census Tract 182; New York County; New York","1126","244",
"1400000US36061018300","Census Tract 183; New York County; New York","2731","250",
"1400000US36061018400","Census Tract 184; New York County; New York","1111","210",
"1400000US36061018500","Census Tract 185; New York County; New York","3223","181",
"1400000US36061018600","Census Tract 186; New York County; New York","1000","317",
"1400000US36061018700","Census Tract 187; New York County; New York","2500","275",
"1400000US36061018800","Census Tract 188; New York County; New York","1535","210",
"1400000US36061018900","Census Tract 189; New York County; New York","1126","163",
"1400000US36061019000","Census Tract 190; New York County; New York","1402","504",
"1400000US36061019100","Census Tract 191; New York County; New York","2254","319",
"1400000US36061019200","Census Tract 192; New York County; New York","564","58",
"1400000US36061019300","Census Tract 193; New York County; New York","1492","677",
"1400000US36061019400","Census Tract 194; New York County; New York","1265","414",
"1400000US36061019500","Census Tract 195; New York County; New York","1861","338",
"1400000US36061019600","Census Tract 196; New York County; New York","664","291",
"1400000US36061019701","Census Tract 197.01; New York County; New York","3,500+","***",
"1400000US36061019702","Census Tract 197.02; New York County; New York","2880","474",
"1400000US36061019800","Census Tract 198; New York County; New York","2111","154",
"1400000US36061019900","Census Tract 199; New York County; New York","2079","346",
"1400000US36061020000","Census Tract 200; New York County; New York","1651","611",
"1400000US36061020101","Census Tract 201.01; New York County; New York","3198","543",
"1400000US36061020102","Census Tract 201.02; New York County; New York","2059","508",
"1400000US36061020300","Census Tract 203; New York County; New York","2528","299",
"1400000US36061020500","Census Tract 205; New York County; New York","3222","632",
"1400000US36061020600","Census Tract 206; New York County; New York","1705","454",
"1400000US36061020701","Census Tract 207.01; New York County; New York","2292","78",
"1400000US36061020800","Census Tract 208; New York County; New York","1807","308",
"1400000US36061020901","Census Tract 209.01; New York County; New York","919","115",
"1400000US36061021000","Census Tract 210; New York County; New York","1203","99",
"1400000US36061021100","Census Tract 211; New York County; New York","1711","123",
"1400000US36061021200","Census Tract 212; New York County; New York","2051","247",
"1400000US36061021303","Census Tract 213.03; New York County; New York","1615","199",
"1400000US36061021400","Census Tract 214; New York County; New York","1570","167",
"1400000US36061021500","Census Tract 215; New York County; New York","1526","257",
"1400000US36061021600","Census Tract 216; New York County; New York","1388","148",
"1400000US36061021703","Census Tract 217.03; New York County; New York","-","**",
"1400000US36061021800","Census Tract 218; New York County; New York","1251","667",
"1400000US36061021900","Census Tract 219; New York County; New York","633","158",
"1400000US36061022000","Census Tract 220; New York County; New York","2108","221",
"1400000US36061022102","Census Tract 221.02; New York County; New York","1669","222",
"1400000US36061022200","Census Tract 222; New York County; New York","1923","285",
"1400000US36061022301","Census Tract 223.01; New York County; New York","1695","158",
"1400000US36061022302","Census Tract 223.02; New York County; New York","1645","407",
"1400000US36061022400","Census Tract 224; New York County; New York","1163","147",
"1400000US36061022500","Census Tract 225; New York County; New York","1579","190",
"1400000US36061022600","Census Tract 226; New York County; New York","1904","350",
"1400000US36061022700","Census Tract 227; New York County; New York","1855","440",
"1400000US36061022800","Census Tract 228; New York County; New York","1286","227",
"1400000US36061022900","Census Tract 229; New York County; New York","1877","280",
"1400000US36061023000","Census Tract 230; New York County; New York","1158","190",
"1400000US36061023100","Census Tract 231; New York County; New York","1656","245",
"1400000US36061023200","Census Tract 232; New York County; New York","1128","122",
"1400000US36061023300","Census Tract 233; New York County; New York","2217","233",
"1400000US36061023400","Census Tract 234; New York County; New York","1801","210",
"1400000US36061023501","Census Tract 235.01; New York County; New York","1822","191",
"1400000US36061023502","Census Tract 235.02; New York County; New York","1276","165",
"1400000US36061023600","Census Tract 236; New York County; New York","1168","71",
"1400000US36061023700","Census Tract 237; New York County; New York","1807","172",
"1400000US36061023802","Census Tract 238.02; New York County; New York","3352","189",
"1400000US36061023803","Census Tract 238.03; New York County; New York","2496","402",
"1400000US36061023804","Census Tract 238.04; New York County; New York","3,500+","***",
"1400000US36061023900","Census Tract 239; New York County; New York","1599","253",
"1400000US36061024000","Census Tract 240; New York County; New York","-","**",
"1400000US36061024100","Census Tract 241; New York County; New York","1370","213",
"1400000US36061024200","Census Tract 242; New York County; New York","1093","136",
"1400000US36061024301","Census Tract 243.01; New York County; New York","1663","183",
"1400000US36061024302","Census Tract 243.02; New York County; New York","795","244",
"1400000US36061024500","Census Tract 245; New York County; New York","1451","130",
"1400000US36061024700","Census Tract 247; New York County; New York","1308","227",
"1400000US36061024900","Census Tract 249; New York County; New York","1897","372",
"1400000US36061025100","Census Tract 251; New York County; New York","1349","192",
"1400000US36061025300","Census Tract 253; New York County; New York","1796","120",
"1400000US36061025500","Census Tract 255; New York County; New York","1666","469",
"1400000US36061025700","Census Tract 257; New York County; New York","1895","635",
"1400000US36061025900","Census Tract 259; New York County; New York","1325","154",
"1400000US36061026100","Census Tract 261; New York County; New York","1566","202",
"1400000US36061026300","Census Tract 263; New York County; New York","1796","150",
"1400000US36061026500","Census Tract 265; New York County; New York","1742","168",
"1400000US36061026700","Census Tract 267; New York County; New York","1703","109",
"1400000US36061026900","Census Tract 269; New York County; New York","1362","149",
"1400000US36061027100","Census Tract 271; New York County; New York","1803","189",
"1400000US36061027300","Census Tract 273; New York County; New York","2291","139",
"1400000US36061027500","Census Tract 275; New York County; New York","2030","224",
"1400000US36061027700","Census Tract 277; New York County; New York","1602","138",
"1400000US36061027900","Census Tract 279; New York County; New York","1725","83",
"1400000US36061028100","Census Tract 281; New York County; New York","2361","130",
"1400000US36061028300","Census Tract 283; New York County; New York","1553","124",
"1400000US36061028500","Census Tract 285; New York County; New York","1523","126",
"1400000US36061028700","Census Tract 287; New York County; New York","2041","180",
"1400000US36061029100","Census Tract 291; New York County; New York","1409","77",
"1400000US36061029300","Census Tract 293; New York County; New York","1604","140",
"1400000US36061029500","Census Tract 295; New York County; New York","1745","97",
"1400000US36061029700","Census Tract 297; New York County; New York","-","**",
"1400000US36061029900","Census Tract 299; New York County; New York","789","395",
"1400000US36061030300","Census Tract 303; New York County; New York","1909","135",
"1400000US36061030700","Census Tract 307; New York County; New York","2105","186",
"1400000US36061030900","Census Tract 309; New York County; New York","1329","177",
"1400000US36061031100","Census Tract 311; New York County; New York","-","**",
"1400000US36061031703","Census Tract 317.03; New York County; New York","3,500+","***",
"1400000US36061031704","Census Tract 317.04; New York County; New York","3,500+","***",
"1400000US36061031900","Census Tract 319; New York County; New York","-","**",
"1400000US36081000101","Census Tract 1.01; Queens County; New York","3207","208",
"1400000US36081000102","Census Tract 1.02; Queens County; New York","3,500+","***",
"1400000US36081000103","Census Tract 1.03; Queens County; New York","-","**",
"1400000US36081000104","Census Tract 1.04; Queens County; New York","-","**",
"1400000US36081000200","Census Tract 2; Queens County; New York","1809","234",
"1400000US36081000400","Census Tract 4; Queens County; New York","2108","298",
"1400000US36081000600","Census Tract 6; Queens County; New York","2117","268",
"1400000US36081000701","Census Tract 7.01; Queens County; New York","2832","319",
"1400000US36081000702","Census Tract 7.02; Queens County; New York","2474","346",
"1400000US36081000800","Census Tract 8; Queens County; New York","1919","231",
"1400000US36081001000","Census Tract 10; Queens County; New York","2165","636",
"1400000US36081001200","Census Tract 12; Queens County; New York","1704","282",
"1400000US36081001400","Census Tract 14; Queens County; New York","1822","225",
"1400000US36081001600","Census Tract 16; Queens County; New York","1831","86",
"1400000US36081001800","Census Tract 18; Queens County; New York","2071","217",
"1400000US36081001901","Census Tract 19.01; Queens County; New York","3,500+","***",
"1400000US36081001902","Census Tract 19.02; Queens County; New York","3,500+","***",
"1400000US36081001903","Census Tract 19.03; Queens County; New York","3495","337",
"1400000US36081002000","Census Tract 20; Queens County; New York","2459","355",
"1400000US36081002200","Census Tract 22; Queens County; New York","1698","184",
"1400000US36081002400","Census Tract 24; Queens County; New York","1966","267",
"1400000US36081002500","Census Tract 25; Queens County; New York","574","135",
"1400000US36081002600","Census Tract 26; Queens County; New York","1829","133",
"1400000US36081002800","Census Tract 28; Queens County; New York","1680","160",
"1400000US36081003000","Census Tract 30; Queens County; New York","1589","472",
"1400000US36081003100","Census Tract 31; Queens County; New York","2875","719",
"1400000US36081003200","Census Tract 32; Queens County; New York","2210","249",
"1400000US36081003301","Census Tract 33.01; Queens County; New York","3340","234",
"1400000US36081003302","Census Tract 33.02; Queens County; New York","1977","1031",
"1400000US36081003400","Census Tract 34; Queens County; New York","1848","109",
"1400000US36081003600","Census Tract 36; Queens County; New York","1902","485",
"1400000US36081003700","Census Tract 37; Queens County; New York","-","**",
"1400000US36081003800","Census Tract 38; Queens County; New York","1843","245",
"1400000US36081003900","Census Tract 39; Queens County; New York","2106","143",
"1400000US36081004001","Census Tract 40.01; Queens County; New York","1786","74",
"1400000US36081004002","Census Tract 40.02; Queens County; New York","1797","209",
"1400000US36081004200","Census Tract 42; Queens County; New York","1910","221",
"1400000US36081004300","Census Tract 43; Queens County; New York","769","396",
"1400000US36081004401","Census Tract 44.01; Queens County; New York","1879","211",
"1400000US36081004500","Census Tract 45; Queens County; New York","1846","371",
"1400000US36081004700","Census Tract 47; Queens County; New York","1356","181",
"1400000US36081005000","Census Tract 50; Queens County; New York","-","**",
"1400000US36081005100","Census Tract 51; Queens County; New York","2236","131",
"1400000US36081005200","Census Tract 52; Queens County; New York","1907","158",
"1400000US36081005300","Census Tract 53; Queens County; New York","2195","128",
"1400000US36081005400","Census Tract 54; Queens County; New York","1752","129",
"1400000US36081005500","Census Tract 55; Queens County; New York","2205","493",
"1400000US36081005700","Census Tract 57; Queens County; New York","2197","96",
"1400000US36081005800","Census Tract 58; Queens County; New York","1924","235",
"1400000US36081005900","Census Tract 59; Queens County; New York","2149","104",
"1400000US36081006100","Census Tract 61; Queens County; New York","2183","140",
"1400000US36081006201","Census Tract 62.01; Queens County; New York","1448","416",
"1400000US36081006202","Census Tract 62.02; Queens County; New York","2152","115",
"1400000US36081006300","Census Tract 63; Queens County; New York","2218","159",
"1400000US36081006501","Census Tract 65.01; Queens County; New York","2071","115",
"1400000US36081006502","Census Tract 65.02; Queens County; New York","2245","63",
"1400000US36081006900","Census Tract 69; Queens County; New York","2427","257",
"1400000US36081007100","Census Tract 71; Queens County; New York","2259","100",
"1400000US36081007300","Census Tract 73; Queens County; New York","2253","162",
"1400000US36081007500","Census Tract 75; Queens County; New York","2038","197",
"1400000US36081007700","Census Tract 77; Queens County; New York","2638","182",
"1400000US36081007900","Census Tract 79; Queens County; New York","2404","423",
"1400000US36081008100","Census Tract 81; Queens County; New York","3146","144",
"1400000US36081008300","Census Tract 83; Queens County; New York","1973","433",
"1400000US36081008500","Census Tract 85; Queens County; New York","1996","425",
"1400000US36081008600","Census Tract 86; Queens County; New York","1862","102",
"1400000US36081008700","Census Tract 87; Queens County; New York","749","155",
"1400000US36081008800","Census Tract 88; Queens County; New York","2068","318",
"1400000US36081009100","Census Tract 91; Queens County; New York","2376","177",
"1400000US36081009400","Census Tract 94; Queens County; New York","1761","133",
"1400000US36081009500","Census Tract 95; Queens County; New York","2640","132",
"1400000US36081009600","Census Tract 96; Queens County; New York","2378","384",
"1400000US36081009700","Census Tract 97; Queens County; New York","2282","127",
"1400000US36081009800","Census Tract 98; Queens County; New York","1789","140",
"1400000US36081009900","Census Tract 99; Queens County; New York","-","**",
"1400000US36081010000","Census Tract 100; Queens County; New York","2082","902",
"1400000US36081010100","Census Tract 101; Queens County; New York","2343","226",
"1400000US36081010200","Census Tract 102; Queens County; New York","2201","138",
"1400000US36081010300","Census Tract 103; Queens County; New York","2028","137",
"1400000US36081010400","Census Tract 104; Queens County; New York","1800","84",
"1400000US36081010500","Census Tract 105; Queens County; New York","2047","151",
"1400000US36081010600","Census Tract 106; Queens County; New York","1830","306",
"1400000US36081010701","Census Tract 107.01; Queens County; New York","-","**",
"1400000US36081010800","Census Tract 108; Queens County; New York","1926","695",
"1400000US36081011000","Census Tract 110; Queens County; New York","1827","259",
"1400000US36081011100","Census Tract 111; Queens County; New York","2267","75",
"1400000US36081011200","Census Tract 112; Queens County; New York","2318","338",
"1400000US36081011300","Census Tract 113; Queens County; New York","2247","113",
"1400000US36081011400","Census Tract 114; Queens County; New York","2232","167",
"1400000US36081011500","Census Tract 115; Queens County; New York","2228","252",
"1400000US36081011600","Census Tract 116; Queens County; New York","1909","473",
"1400000US36081011700","Census Tract 117; Queens County; New York","2209","158",
"1400000US36081011800","Census Tract 118; Queens County; New York","2093","351",
"1400000US36081011900","Census Tract 119; Queens County; New York","2135","151",
"1400000US36081012000","Census Tract 120; Queens County; New York","2074","216",
"1400000US36081012100","Census Tract 121; Queens County; New York","2208","185",
"1400000US36081012200","Census Tract 122; Queens County; New York","1897","238",
"1400000US36081012301","Census Tract 123.01; Queens County; New York","2495","278",
"1400000US36081012400","Census Tract 124; Queens County; New York","2182","534",
"1400000US36081012500","Census Tract 125; Queens County; New York","2273","176",
"1400000US36081012601","Census Tract 126.01; Queens County; New York","1534","220",
"1400000US36081012602","Census Tract 126.02; Queens County; New York","1730","264",
"1400000US36081012800","Census Tract 128; Queens County; New York","1725","186",
"1400000US36081013000","Census Tract 130; Queens County; New York","1738","203",
"1400000US36081013200","Census Tract 132; Queens County; New York","1818","90",
"1400000US36081013400","Census Tract 134; Queens County; New York","1847","123",
"1400000US36081013500","Census Tract 135; Queens County; New York","1902","372",
"1400000US36081013600","Census Tract 136; Queens County; New York","1897","125",
"1400000US36081013700","Census Tract 137; Queens County; New York","2597","148",
"1400000US36081013800","Census Tract 138; Queens County; New York","1905","126",
"1400000US36081014000","Census Tract 140; Queens County; New York","2066","225",
"1400000US36081014100","Census Tract 141; Queens County; New York","1816","163",
"1400000US36081014201","Census Tract 142.01; Queens County; New York","1626","221",
"1400000US36081014202","Census Tract 142.02; Queens County; New York","2169","171",
"1400000US36081014300","Census Tract 143; Queens County; New York","1993","163",
"1400000US36081014400","Census Tract 144; Queens County; New York","1698","119",
"1400000US36081014500","Census Tract 145; Queens County; New York","2008","268",
"1400000US36081014700","Census Tract 147; Queens County; New York","2131","93",
"1400000US36081014800","Census Tract 148; Queens County; New York","1801","189",
"1400000US36081014900","Census Tract 149; Queens County; New York","2230","135",
"1400000US36081015000","Census Tract 150; Queens County; New York","2077","259",
"1400000US36081015100","Census Tract 151; Queens County; New York","2090","159",
"1400000US36081015200","Census Tract 152; Queens County; New York","1892","225",
"1400000US36081015300","Census Tract 153; Queens County; New York","2117","251",
"1400000US36081015400","Census Tract 154; Queens County; New York","1931","200",
"1400000US36081015500","Census Tract 155; Queens County; New York","2281","128",
"1400000US36081015600","Census Tract 156; Queens County; New York","2017","218",
