"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US36047059401","Census Tract 594.01, Kings County, New York","1307","97",
"1400000US36047059402","Census Tract 594.02, Kings County, New York","1266","138",
"1400000US36047059600","Census Tract 596, Kings County, New York","830","200",
"1400000US36047059800","Census Tract 598, Kings County, New York","1499","147",
"1400000US36047060000","Census Tract 600, Kings County, New York","1327","155",
"1400000US36047060600","Census Tract 606, Kings County, New York","1401","141",
"1400000US36047060800","Census Tract 608, Kings County, New York","1443","70",
"1400000US36047061002","Census Tract 610.02, Kings County, New York","1385","110",
"1400000US36047061003","Census Tract 610.03, Kings County, New York","1434","231",
"1400000US36047061004","Census Tract 610.04, Kings County, New York","1233","133",
"1400000US36047061200","Census Tract 612, Kings County, New York","1417","213",
"1400000US36047061600","Census Tract 616, Kings County, New York","-","**",
"1400000US36047062000","Census Tract 620, Kings County, New York","1702","267",
"1400000US36047062200","Census Tract 622, Kings County, New York","1694","98",
"1400000US36047062600","Census Tract 626, Kings County, New York","1290","229",
"1400000US36047062800","Census Tract 628, Kings County, New York","1559","601",
"1400000US36047063200","Census Tract 632, Kings County, New York","1529","260",
"1400000US36047063600","Census Tract 636, Kings County, New York","-","**",
"1400000US36047063800","Census Tract 638, Kings County, New York","1754","207",
"1400000US36047064000","Census Tract 640, Kings County, New York","1375","453",
"1400000US36047064200","Census Tract 642, Kings County, New York","1237","85",
"1400000US36047064400","Census Tract 644, Kings County, New York","1554","207",
"1400000US36047064600","Census Tract 646, Kings County, New York","1363","482",
"1400000US36047064800","Census Tract 648, Kings County, New York","1592","273",
"1400000US36047065000","Census Tract 650, Kings County, New York","1439","177",
"1400000US36047065200","Census Tract 652, Kings County, New York","975","663",
"1400000US36047065400","Census Tract 654, Kings County, New York","1711","238",
"1400000US36047065600","Census Tract 656, Kings County, New York","1151","125",
"1400000US36047065800","Census Tract 658, Kings County, New York","1250","879",
"1400000US36047066000","Census Tract 660, Kings County, New York","1225","245",
"1400000US36047066200","Census Tract 662, Kings County, New York","1439","154",
"1400000US36047066600","Census Tract 666, Kings County, New York","-","**",
"1400000US36047067000","Census Tract 670, Kings County, New York","1606","106",
"1400000US36047067200","Census Tract 672, Kings County, New York","1366","100",
"1400000US36047067400","Census Tract 674, Kings County, New York","1702","128",
"1400000US36047067600","Census Tract 676, Kings County, New York","1720","343",
"1400000US36047067800","Census Tract 678, Kings County, New York","1650","134",
"1400000US36047068000","Census Tract 680, Kings County, New York","1650","843",
"1400000US36047068200","Census Tract 682, Kings County, New York","1488","373",
"1400000US36047068600","Census Tract 686, Kings County, New York","1214","165",
"1400000US36047068800","Census Tract 688, Kings County, New York","1618","600",
"1400000US36047069000","Census Tract 690, Kings County, New York","1492","388",
"1400000US36047069200","Census Tract 692, Kings County, New York","1699","186",
"1400000US36047069601","Census Tract 696.01, Kings County, New York","1726","90",
"1400000US36047069602","Census Tract 696.02, Kings County, New York","1338","167",
"1400000US36047069800","Census Tract 698, Kings County, New York","1750","379",
"1400000US36047070000","Census Tract 700, Kings County, New York","1685","134",
"1400000US36047070201","Census Tract 702.01, Kings County, New York","1658","305",
"1400000US36047070202","Census Tract 702.02, Kings County, New York","-","**",
"1400000US36047070203","Census Tract 702.03, Kings County, New York","-","**",
"1400000US36047070600","Census Tract 706, Kings County, New York","2226","342",
"1400000US36047072000","Census Tract 720, Kings County, New York","1742","101",
"1400000US36047072200","Census Tract 722, Kings County, New York","1422","179",
"1400000US36047072400","Census Tract 724, Kings County, New York","1276","175",
"1400000US36047072600","Census Tract 726, Kings County, New York","1302","425",
"1400000US36047072800","Census Tract 728, Kings County, New York","1359","80",
"1400000US36047073000","Census Tract 730, Kings County, New York","2009","671",
"1400000US36047073200","Census Tract 732, Kings County, New York","1240","97",
"1400000US36047073400","Census Tract 734, Kings County, New York","1396","440",
"1400000US36047073600","Census Tract 736, Kings County, New York","1338","125",
"1400000US36047073800","Census Tract 738, Kings County, New York","1471","222",
"1400000US36047074000","Census Tract 740, Kings County, New York","1266","116",
"1400000US36047074200","Census Tract 742, Kings County, New York","1491","133",
"1400000US36047074400","Census Tract 744, Kings County, New York","1839","471",
"1400000US36047074600","Census Tract 746, Kings County, New York","1375","243",
"1400000US36047074800","Census Tract 748, Kings County, New York","1598","150",
"1400000US36047075000","Census Tract 750, Kings County, New York","1395","85",
"1400000US36047075200","Census Tract 752, Kings County, New York","2250","924",
"1400000US36047075400","Census Tract 754, Kings County, New York","1700","257",
"1400000US36047075600","Census Tract 756, Kings County, New York","1279","268",
"1400000US36047075800","Census Tract 758, Kings County, New York","1218","187",
"1400000US36047076000","Census Tract 760, Kings County, New York","1202","83",
"1400000US36047076200","Census Tract 762, Kings County, New York","1318","72",
"1400000US36047076400","Census Tract 764, Kings County, New York","1340","89",
"1400000US36047076600","Census Tract 766, Kings County, New York","1482","98",
"1400000US36047076800","Census Tract 768, Kings County, New York","1302","87",
"1400000US36047077000","Census Tract 770, Kings County, New York","1400","187",
"1400000US36047077200","Census Tract 772, Kings County, New York","1422","77",
"1400000US36047077400","Census Tract 774, Kings County, New York","1419","63",
"1400000US36047077600","Census Tract 776, Kings County, New York","1441","94",
"1400000US36047078000","Census Tract 780, Kings County, New York","1428","377",
"1400000US36047078200","Census Tract 782, Kings County, New York","1275","76",
"1400000US36047078400","Census Tract 784, Kings County, New York","1598","146",
"1400000US36047078600","Census Tract 786, Kings County, New York","1254","81",
"1400000US36047078800","Census Tract 788, Kings County, New York","1243","87",
"1400000US36047079000","Census Tract 790, Kings County, New York","1381","47",
"1400000US36047079200","Census Tract 792, Kings County, New York","1270","136",
"1400000US36047079400","Census Tract 794, Kings County, New York","1173","101",
"1400000US36047079601","Census Tract 796.01, Kings County, New York","1373","65",
"1400000US36047079602","Census Tract 796.02, Kings County, New York","1314","72",
"1400000US36047079801","Census Tract 798.01, Kings County, New York","1486","121",
"1400000US36047079802","Census Tract 798.02, Kings County, New York","1499","124",
"1400000US36047080000","Census Tract 800, Kings County, New York","1431","181",
"1400000US36047080200","Census Tract 802, Kings County, New York","1291","73",
"1400000US36047080400","Census Tract 804, Kings County, New York","1399","105",
"1400000US36047080600","Census Tract 806, Kings County, New York","1437","149",
"1400000US36047080800","Census Tract 808, Kings County, New York","319","62",
"1400000US36047081000","Census Tract 810, Kings County, New York","1329","130",
"1400000US36047081400","Census Tract 814, Kings County, New York","1394","57",
"1400000US36047081600","Census Tract 816, Kings County, New York","1380","82",
"1400000US36047081800","Census Tract 818, Kings County, New York","1307","75",
"1400000US36047082000","Census Tract 820, Kings County, New York","1341","44",
"1400000US36047082200","Census Tract 822, Kings County, New York","1283","97",
"1400000US36047082400","Census Tract 824, Kings County, New York","1378","43",
"1400000US36047082600","Census Tract 826, Kings County, New York","1228","59",
"1400000US36047082800","Census Tract 828, Kings County, New York","1376","48",
"1400000US36047083000","Census Tract 830, Kings County, New York","1344","57",
"1400000US36047083200","Census Tract 832, Kings County, New York","1327","87",
"1400000US36047083400","Census Tract 834, Kings County, New York","1301","398",
"1400000US36047083600","Census Tract 836, Kings County, New York","1428","91",
"1400000US36047083800","Census Tract 838, Kings County, New York","1301","211",
"1400000US36047084000","Census Tract 840, Kings County, New York","1387","84",
"1400000US36047084600","Census Tract 846, Kings County, New York","1363","158",
"1400000US36047084800","Census Tract 848, Kings County, New York","1500","209",
"1400000US36047085000","Census Tract 850, Kings County, New York","1378","96",
"1400000US36047085200","Census Tract 852, Kings County, New York","-","**",
"1400000US36047085400","Census Tract 854, Kings County, New York","1285","159",
"1400000US36047085600","Census Tract 856, Kings County, New York","1268","117",
"1400000US36047085800","Census Tract 858, Kings County, New York","1403","90",
"1400000US36047086000","Census Tract 860, Kings County, New York","1416","116",
"1400000US36047086200","Census Tract 862, Kings County, New York","1236","104",
"1400000US36047086400","Census Tract 864, Kings County, New York","1164","90",
"1400000US36047086600","Census Tract 866, Kings County, New York","1221","86",
"1400000US36047086800","Census Tract 868, Kings County, New York","1312","116",
"1400000US36047087000","Census Tract 870, Kings County, New York","1296","87",
"1400000US36047087200","Census Tract 872, Kings County, New York","1447","179",
"1400000US36047087401","Census Tract 874.01, Kings County, New York","1219","114",
"1400000US36047087600","Census Tract 876, Kings County, New York","1099","75",
"1400000US36047087800","Census Tract 878, Kings County, New York","1281","72",
"1400000US36047088000","Census Tract 880, Kings County, New York","1118","83",
"1400000US36047088200","Census Tract 882, Kings County, New York","1191","92",
"1400000US36047088400","Census Tract 884, Kings County, New York","1290","70",
"1400000US36047088600","Census Tract 886, Kings County, New York","1231","90",
"1400000US36047088800","Census Tract 888, Kings County, New York","1306","95",
"1400000US36047089000","Census Tract 890, Kings County, New York","1288","90",
"1400000US36047089200","Census Tract 892, Kings County, New York","1127","116",
"1400000US36047089400","Census Tract 894, Kings County, New York","1453","144",
"1400000US36047089600","Census Tract 896, Kings County, New York","1226","96",
"1400000US36047089800","Census Tract 898, Kings County, New York","1247","286",
"1400000US36047090000","Census Tract 900, Kings County, New York","886","198",
"1400000US36047090200","Census Tract 902, Kings County, New York","542","278",
"1400000US36047090600","Census Tract 906, Kings County, New York","434","33",
"1400000US36047090800","Census Tract 908, Kings County, New York","487","38",
"1400000US36047091000","Census Tract 910, Kings County, New York","411","60",
"1400000US36047091200","Census Tract 912, Kings County, New York","499","98",
"1400000US36047091600","Census Tract 916, Kings County, New York","867","274",
"1400000US36047091800","Census Tract 918, Kings County, New York","586","126",
"1400000US36047092000","Census Tract 920, Kings County, New York","1174","139",
"1400000US36047092200","Census Tract 922, Kings County, New York","1058","108",
"1400000US36047092400","Census Tract 924, Kings County, New York","779","262",
"1400000US36047092800","Census Tract 928, Kings County, New York","1310","123",
"1400000US36047093000","Census Tract 930, Kings County, New York","1228","126",
"1400000US36047093200","Census Tract 932, Kings County, New York","1226","368",
"1400000US36047093400","Census Tract 934, Kings County, New York","1101","159",
"1400000US36047093600","Census Tract 936, Kings County, New York","1395","59",
"1400000US36047093800","Census Tract 938, Kings County, New York","1307","113",
"1400000US36047094401","Census Tract 944.01, Kings County, New York","1462","83",
"1400000US36047094402","Census Tract 944.02, Kings County, New York","520","117",
"1400000US36047094600","Census Tract 946, Kings County, New York","1469","275",
"1400000US36047095000","Census Tract 950, Kings County, New York","1518","155",
"1400000US36047095400","Census Tract 954, Kings County, New York","1567","130",
"1400000US36047095600","Census Tract 956, Kings County, New York","1693","73",
"1400000US36047095800","Census Tract 958, Kings County, New York","1665","72",
"1400000US36047096000","Census Tract 960, Kings County, New York","-","**",
"1400000US36047096200","Census Tract 962, Kings County, New York","1593","207",
"1400000US36047096400","Census Tract 964, Kings County, New York","1354","132",
"1400000US36047096600","Census Tract 966, Kings County, New York","1443","198",
"1400000US36047096800","Census Tract 968, Kings County, New York","1473","241",
"1400000US36047097000","Census Tract 970, Kings County, New York","1404","265",
"1400000US36047097400","Census Tract 974, Kings County, New York","1532","221",
"1400000US36047098200","Census Tract 982, Kings County, New York","520","63",
"1400000US36047098400","Census Tract 984, Kings County, New York","1719","107",
"1400000US36047098600","Census Tract 986, Kings County, New York","1423","66",
"1400000US36047098800","Census Tract 988, Kings County, New York","1384","90",
"1400000US36047099000","Census Tract 990, Kings County, New York","1306","165",
"1400000US36047099200","Census Tract 992, Kings County, New York","1662","100",
"1400000US36047099400","Census Tract 994, Kings County, New York","1709","111",
"1400000US36047099600","Census Tract 996, Kings County, New York","1509","204",
"1400000US36047099800","Census Tract 998, Kings County, New York","1618","137",
"1400000US36047100400","Census Tract 1004, Kings County, New York","1619","101",
"1400000US36047100600","Census Tract 1006, Kings County, New York","1700","71",
"1400000US36047100800","Census Tract 1008, Kings County, New York","1415","126",
"1400000US36047101000","Census Tract 1010, Kings County, New York","1645","155",
"1400000US36047101200","Census Tract 1012, Kings County, New York","1386","102",
"1400000US36047101400","Census Tract 1014, Kings County, New York","1260","126",
"1400000US36047101600","Census Tract 1016, Kings County, New York","1384","70",
"1400000US36047101800","Census Tract 1018, Kings County, New York","1147","132",
"1400000US36047102000","Census Tract 1020, Kings County, New York","1620","152",
"1400000US36047102200","Census Tract 1022, Kings County, New York","1493","168",
"1400000US36047102400","Census Tract 1024, Kings County, New York","1525","173",
"1400000US36047102600","Census Tract 1026, Kings County, New York","1598","117",
"1400000US36047102800","Census Tract 1028, Kings County, New York","1663","194",
"1400000US36047103400","Census Tract 1034, Kings County, New York","490","107",
"1400000US36047105801","Census Tract 1058.01, Kings County, New York","634","185",
"1400000US36047105804","Census Tract 1058.04, Kings County, New York","819","424",
"1400000US36047107000","Census Tract 1070, Kings County, New York","959","58",
"1400000US36047107800","Census Tract 1078, Kings County, New York","1263","109",
"1400000US36047109800","Census Tract 1098, Kings County, New York","1615","125",
"1400000US36047110400","Census Tract 1104, Kings County, New York","1048","152",
"1400000US36047110600","Census Tract 1106, Kings County, New York","449","63",
"1400000US36047111000","Census Tract 1110, Kings County, New York","428","85",
"1400000US36047111600","Census Tract 1116, Kings County, New York","1307","689",
"1400000US36047111800","Census Tract 1118, Kings County, New York","1195","112",
"1400000US36047112000","Census Tract 1120, Kings County, New York","1315","88",
"1400000US36047112200","Census Tract 1122, Kings County, New York","1362","174",
"1400000US36047112400","Census Tract 1124, Kings County, New York","1359","163",
"1400000US36047112600","Census Tract 1126, Kings County, New York","1213","100",
"1400000US36047112800","Census Tract 1128, Kings County, New York","1344","96",
"1400000US36047113000","Census Tract 1130, Kings County, New York","1137","258",
"1400000US36047113200","Census Tract 1132, Kings County, New York","1568","256",
"1400000US36047113400","Census Tract 1134, Kings County, New York","682","112",
"1400000US36047114201","Census Tract 1142.01, Kings County, New York","1246","201",
"1400000US36047114202","Census Tract 1142.02, Kings County, New York","1329","121",
"1400000US36047114400","Census Tract 1144, Kings County, New York","1322","150",
"1400000US36047114600","Census Tract 1146, Kings County, New York","1378","94",
"1400000US36047115000","Census Tract 1150, Kings County, New York","1300","170",
"1400000US36047115200","Census Tract 1152, Kings County, New York","1314","223",
"1400000US36047115600","Census Tract 1156, Kings County, New York","628","117",
"1400000US36047115800","Census Tract 1158, Kings County, New York","1289","187",
"1400000US36047116000","Census Tract 1160, Kings County, New York","822","136",
"1400000US36047116200","Census Tract 1162, Kings County, New York","1301","215",
"1400000US36047116400","Census Tract 1164, Kings County, New York","1411","278",
"1400000US36047116600","Census Tract 1166, Kings County, New York","1443","105",
"1400000US36047116800","Census Tract 1168, Kings County, New York","1377","265",
"1400000US36047117000","Census Tract 1170, Kings County, New York","1457","179",
"1400000US36047117201","Census Tract 1172.01, Kings County, New York","1332","172",
"1400000US36047117202","Census Tract 1172.02, Kings County, New York","1349","274",
"1400000US36047117400","Census Tract 1174, Kings County, New York","1594","124",
"1400000US36047117601","Census Tract 1176.01, Kings County, New York","1342","82",
"1400000US36047117602","Census Tract 1176.02, Kings County, New York","1317","102",
"1400000US36047117800","Census Tract 1178, Kings County, New York","1386","114",
"1400000US36047118000","Census Tract 1180, Kings County, New York","-","**",
"1400000US36047118201","Census Tract 1182.01, Kings County, New York","1271","149",
"1400000US36047118202","Census Tract 1182.02, Kings County, New York","1434","82",
"1400000US36047118400","Census Tract 1184, Kings County, New York","1490","161",
"1400000US36047118600","Census Tract 1186, Kings County, New York","1497","222",
"1400000US36047118800","Census Tract 1188, Kings County, New York","1356","102",
"1400000US36047119000","Census Tract 1190, Kings County, New York","1470","151",
"1400000US36047119200","Census Tract 1192, Kings County, New York","1261","127",
"1400000US36047119400","Census Tract 1194, Kings County, New York","1394","74",
"1400000US36047119600","Census Tract 1196, Kings County, New York","1221","105",
"1400000US36047119800","Census Tract 1198, Kings County, New York","1757","187",
"1400000US36047120000","Census Tract 1200, Kings County, New York","1252","109",
"1400000US36047120200","Census Tract 1202, Kings County, New York","1408","51",
"1400000US36047120800","Census Tract 1208, Kings County, New York","1312","87",
"1400000US36047121000","Census Tract 1210, Kings County, New York","424","103",
"1400000US36047121400","Census Tract 1214, Kings County, New York","466","67",
"1400000US36047122000","Census Tract 1220, Kings County, New York","1330","135",
"1400000US36047123700","Census Tract 1237, Kings County, New York","1718","271",
"1400000US36047150200","Census Tract 1502, Kings County, New York","2167","362",
"1400000US36047152200","Census Tract 1522, Kings County, New York","1728","106",
"1400000US36047990100","Census Tract 9901, Kings County, New York","-","**",
"1400000US36061000100","Census Tract 1, New York County, New York","-","**",
"1400000US36061000201","Census Tract 2.01, New York County, New York","689","142",
"1400000US36061000202","Census Tract 2.02, New York County, New York","641","115",
"1400000US36061000500","Census Tract 5, New York County, New York","-","**",
"1400000US36061000600","Census Tract 6, New York County, New York","568","70",
"1400000US36061000700","Census Tract 7, New York County, New York","3166","88",
"1400000US36061000800","Census Tract 8, New York County, New York","996","47",
"1400000US36061000900","Census Tract 9, New York County, New York","3,500+","***",
"1400000US36061001001","Census Tract 10.01, New York County, New York","1136","235",
"1400000US36061001002","Census Tract 10.02, New York County, New York","393","100",
"1400000US36061001200","Census Tract 12, New York County, New York","1038","247",
"1400000US36061001300","Census Tract 13, New York County, New York","3225","89",
"1400000US36061001401","Census Tract 14.01, New York County, New York","1167","138",
"1400000US36061001402","Census Tract 14.02, New York County, New York","1106","92",
"1400000US36061001501","Census Tract 15.01, New York County, New York","2744","891",
"1400000US36061001502","Census Tract 15.02, New York County, New York","3259","127",
"1400000US36061001600","Census Tract 16, New York County, New York","1316","228",
"1400000US36061001800","Census Tract 18, New York County, New York","1194","99",
"1400000US36061002000","Census Tract 20, New York County, New York","443","35",
"1400000US36061002100","Census Tract 21, New York County, New York","3,500+","***",
"1400000US36061002201","Census Tract 22.01, New York County, New York","1005","115",
"1400000US36061002202","Census Tract 22.02, New York County, New York","2017","440",
"1400000US36061002400","Census Tract 24, New York County, New York","409","52",
"1400000US36061002500","Census Tract 25, New York County, New York","511","96",
"1400000US36061002601","Census Tract 26.01, New York County, New York","933","99",
"1400000US36061002602","Census Tract 26.02, New York County, New York","1454","360",
"1400000US36061002700","Census Tract 27, New York County, New York","1121","191",
"1400000US36061002800","Census Tract 28, New York County, New York","1092","137",
"1400000US36061002900","Census Tract 29, New York County, New York","984","52",
"1400000US36061003001","Census Tract 30.01, New York County, New York","2175","147",
"1400000US36061003002","Census Tract 30.02, New York County, New York","1202","327",
"1400000US36061003100","Census Tract 31, New York County, New York","2849","270",
"1400000US36061003200","Census Tract 32, New York County, New York","1473","196",
"1400000US36061003300","Census Tract 33, New York County, New York","3089","224",
"1400000US36061003400","Census Tract 34, New York County, New York","2132","128",
"1400000US36061003601","Census Tract 36.01, New York County, New York","1042","123",
"1400000US36061003602","Census Tract 36.02, New York County, New York","1980","208",
"1400000US36061003700","Census Tract 37, New York County, New York","2547","219",
"1400000US36061003800","Census Tract 38, New York County, New York","2056","182",
"1400000US36061003900","Census Tract 39, New York County, New York","1865","159",
"1400000US36061004000","Census Tract 40, New York County, New York","2353","211",
"1400000US36061004100","Census Tract 41, New York County, New York","1408","209",
"1400000US36061004200","Census Tract 42, New York County, New York","2565","340",
"1400000US36061004300","Census Tract 43, New York County, New York","2106","339",
"1400000US36061004400","Census Tract 44, New York County, New York","2293","177",
"1400000US36061004500","Census Tract 45, New York County, New York","1147","88",
"1400000US36061004700","Census Tract 47, New York County, New York","2343","387",
"1400000US36061004800","Census Tract 48, New York County, New York","2002","339",
"1400000US36061004900","Census Tract 49, New York County, New York","2213","234",
"1400000US36061005000","Census Tract 50, New York County, New York","2831","179",
"1400000US36061005200","Census Tract 52, New York County, New York","2736","286",
"1400000US36061005400","Census Tract 54, New York County, New York","2673","482",
"1400000US36061005501","Census Tract 55.01, New York County, New York","2376","367",
"1400000US36061005502","Census Tract 55.02, New York County, New York","2910","596",
"1400000US36061005600","Census Tract 56, New York County, New York","1486","818",
"1400000US36061005700","Census Tract 57, New York County, New York","3,500+","***",
"1400000US36061005800","Census Tract 58, New York County, New York","2691","527",
"1400000US36061005900","Census Tract 59, New York County, New York","2177","148",
"1400000US36061006000","Census Tract 60, New York County, New York","2395","272",
"1400000US36061006100","Census Tract 61, New York County, New York","2636","169",
"1400000US36061006200","Census Tract 62, New York County, New York","2713","130",
"1400000US36061006300","Census Tract 63, New York County, New York","2360","149",
"1400000US36061006400","Census Tract 64, New York County, New York","2633","225",
"1400000US36061006500","Census Tract 65, New York County, New York","2329","114",
"1400000US36061006600","Census Tract 66, New York County, New York","1597","837",
"1400000US36061006700","Census Tract 67, New York County, New York","2459","211",
"1400000US36061006800","Census Tract 68, New York County, New York","2413","349",
"1400000US36061006900","Census Tract 69, New York County, New York","3211","288",
"1400000US36061007000","Census Tract 70, New York County, New York","2518","709",
"1400000US36061007100","Census Tract 71, New York County, New York","1979","271",
"1400000US36061007200","Census Tract 72, New York County, New York","2434","299",
"1400000US36061007300","Census Tract 73, New York County, New York","2088","275",
"1400000US36061007400","Census Tract 74, New York County, New York","2931","229",
"1400000US36061007500","Census Tract 75, New York County, New York","2602","334",
"1400000US36061007600","Census Tract 76, New York County, New York","2885","266",
"1400000US36061007700","Census Tract 77, New York County, New York","2238","193",
"1400000US36061007800","Census Tract 78, New York County, New York","2770","248",
"1400000US36061007900","Census Tract 79, New York County, New York","1364","285",
"1400000US36061008000","Census Tract 80, New York County, New York","2484","216",
"1400000US36061008100","Census Tract 81, New York County, New York","1999","325",
"1400000US36061008200","Census Tract 82, New York County, New York","3049","301",
"1400000US36061008300","Census Tract 83, New York County, New York","1022","478",
"1400000US36061008400","Census Tract 84, New York County, New York","3,500+","***",
"1400000US36061008601","Census Tract 86.01, New York County, New York","3,500+","***",
"1400000US36061008602","Census Tract 86.02, New York County, New York","-","**",
"1400000US36061008603","Census Tract 86.03, New York County, New York","3047","255",
"1400000US36061008700","Census Tract 87, New York County, New York","2461","413",
"1400000US36061008800","Census Tract 88, New York County, New York","2105","229",
"1400000US36061008900","Census Tract 89, New York County, New York","2048","278",
"1400000US36061009000","Census Tract 90, New York County, New York","2407","164",
"1400000US36061009100","Census Tract 91, New York County, New York","2097","431",
"1400000US36061009200","Census Tract 92, New York County, New York","2599","254",
"1400000US36061009300","Census Tract 93, New York County, New York","1583","318",
"1400000US36061009400","Census Tract 94, New York County, New York","3028","1506",
"1400000US36061009500","Census Tract 95, New York County, New York","2750","978",
"1400000US36061009600","Census Tract 96, New York County, New York","2879","261",
"1400000US36061009700","Census Tract 97, New York County, New York","934","124",
"1400000US36061009800","Census Tract 98, New York County, New York","2436","203",
"1400000US36061009900","Census Tract 99, New York County, New York","3345","220",
"1400000US36061010000","Census Tract 100, New York County, New York","2698","182",
"1400000US36061010100","Census Tract 101, New York County, New York","3355","184",
"1400000US36061010200","Census Tract 102, New York County, New York","3250","643",
"1400000US36061010300","Census Tract 103, New York County, New York","2841","334",
"1400000US36061010400","Census Tract 104, New York County, New York","2829","461",
"1400000US36061010601","Census Tract 106.01, New York County, New York","2748","313",
"1400000US36061010602","Census Tract 106.02, New York County, New York","2920","180",
"1400000US36061010800","Census Tract 108, New York County, New York","2203","208",
"1400000US36061010900","Census Tract 109, New York County, New York","2719","500",
"1400000US36061011000","Census Tract 110, New York County, New York","2569","305",
"1400000US36061011100","Census Tract 111, New York County, New York","2676","347",
"1400000US36061011201","Census Tract 112.01, New York County, New York","2447","335",
"1400000US36061011202","Census Tract 112.02, New York County, New York","3117","565",
"1400000US36061011203","Census Tract 112.03, New York County, New York","2853","276",
"1400000US36061011300","Census Tract 113, New York County, New York","3200","927",
"1400000US36061011401","Census Tract 114.01, New York County, New York","2070","235",
"1400000US36061011402","Census Tract 114.02, New York County, New York","2116","267",
"1400000US36061011500","Census Tract 115, New York County, New York","2625","418",
"1400000US36061011600","Census Tract 116, New York County, New York","1728","126",
"1400000US36061011700","Census Tract 117, New York County, New York","3005","198",
"1400000US36061011800","Census Tract 118, New York County, New York","2525","130",
"1400000US36061011900","Census Tract 119, New York County, New York","612","136",
"1400000US36061012000","Census Tract 120, New York County, New York","2439","792",
"1400000US36061012100","Census Tract 121, New York County, New York","1366","243",
"1400000US36061012200","Census Tract 122, New York County, New York","2198","365",
"1400000US36061012400","Census Tract 124, New York County, New York","2431","142",
"1400000US36061012500","Census Tract 125, New York County, New York","3302","284",
"1400000US36061012600","Census Tract 126, New York County, New York","2133","199",
"1400000US36061012700","Census Tract 127, New York County, New York","2121","207",
"1400000US36061012800","Census Tract 128, New York County, New York","2060","288",
"1400000US36061012900","Census Tract 129, New York County, New York","2642","195",
"1400000US36061013000","Census Tract 130, New York County, New York","1836","176",
"1400000US36061013100","Census Tract 131, New York County, New York","2830","150",
"1400000US36061013200","Census Tract 132, New York County, New York","2120","177",
"1400000US36061013300","Census Tract 133, New York County, New York","2088","211",
"1400000US36061013400","Census Tract 134, New York County, New York","1894","178",
"1400000US36061013500","Census Tract 135, New York County, New York","1177","109",
"1400000US36061013600","Census Tract 136, New York County, New York","2358","140",
"1400000US36061013700","Census Tract 137, New York County, New York","3061","192",
"1400000US36061013800","Census Tract 138, New York County, New York","2378","146",
"1400000US36061013900","Census Tract 139, New York County, New York","1762","340",
"1400000US36061014000","Census Tract 140, New York County, New York","2381","170",
"1400000US36061014200","Census Tract 142, New York County, New York","2197","339",
"1400000US36061014300","Census Tract 143, New York County, New York","-","**",
"1400000US36061014401","Census Tract 144.01, New York County, New York","2383","257",
"1400000US36061014402","Census Tract 144.02, New York County, New York","2268","99",
"1400000US36061014500","Census Tract 145, New York County, New York","3,500+","***",
"1400000US36061014601","Census Tract 146.01, New York County, New York","2345","109",
"1400000US36061014602","Census Tract 146.02, New York County, New York","2226","146",
"1400000US36061014700","Census Tract 147, New York County, New York","3112","216",
"1400000US36061014801","Census Tract 148.01, New York County, New York","2416","151",
"1400000US36061014802","Census Tract 148.02, New York County, New York","2449","261",
"1400000US36061014900","Census Tract 149, New York County, New York","2665","299",
"1400000US36061015001","Census Tract 150.01, New York County, New York","2268","189",
"1400000US36061015002","Census Tract 150.02, New York County, New York","2664","211",
"1400000US36061015100","Census Tract 151, New York County, New York","1029","229",
"1400000US36061015200","Census Tract 152, New York County, New York","1272","311",
"1400000US36061015300","Census Tract 153, New York County, New York","2761","236",
"1400000US36061015400","Census Tract 154, New York County, New York","2080","216",
"1400000US36061015500","Census Tract 155, New York County, New York","3150","352",
"1400000US36061015601","Census Tract 156.01, New York County, New York","2425","261",
"1400000US36061015602","Census Tract 156.02, New York County, New York","1013","245",
"1400000US36061015700","Census Tract 157, New York County, New York","2176","147",
"1400000US36061015801","Census Tract 158.01, New York County, New York","2553","307",
"1400000US36061015802","Census Tract 158.02, New York County, New York","2299","190",
"1400000US36061015900","Census Tract 159, New York County, New York","2427","481",
"1400000US36061016001","Census Tract 160.01, New York County, New York","2655","749",
"1400000US36061016002","Census Tract 160.02, New York County, New York","1729","143",
"1400000US36061016100","Census Tract 161, New York County, New York","2371","230",
"1400000US36061016200","Census Tract 162, New York County, New York","934","94",
"1400000US36061016300","Census Tract 163, New York County, New York","2203","118",
"1400000US36061016400","Census Tract 164, New York County, New York","714","74",
"1400000US36061016500","Census Tract 165, New York County, New York","2276","131",
"1400000US36061016600","Census Tract 166, New York County, New York","1176","107",
"1400000US36061016700","Census Tract 167, New York County, New York","2279","149",
"1400000US36061016800","Census Tract 168, New York County, New York","645","94",
"1400000US36061016900","Census Tract 169, New York County, New York","2342","156",
"1400000US36061017000","Census Tract 170, New York County, New York","1073","56",
"1400000US36061017100","Census Tract 171, New York County, New York","1862","255",
"1400000US36061017200","Census Tract 172, New York County, New York","1069","186",
"1400000US36061017300","Census Tract 173, New York County, New York","2160","270",
"1400000US36061017401","Census Tract 174.01, New York County, New York","593","151",
"1400000US36061017402","Census Tract 174.02, New York County, New York","1602","654",
"1400000US36061017500","Census Tract 175, New York County, New York","2066","285",
