CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID
"332.02","2",Bronx,"033202","2033202",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033202"
"330","2",Bronx,"033000","2033000",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033000"
"338.01","2",Bronx,"033801","2033801",E,Allerton,BX1104,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005033801"
"22","3",Brooklyn,"002200","3002200",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002200"
"70","3",Brooklyn,"007000","3007000",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047007000"
"476","3",Brooklyn,"047600","3047600",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047600"
"159","3",Brooklyn,"015900","3015900",I,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015900"
"338.02","2",Bronx,"033802","2033802",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005033802"
"372","2",Bronx,"037200","2037200",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037200"
"218","2",Bronx,"021800","2021800",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021800"
"464","3",Brooklyn,"046400","3046400",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046400"
"327","3",Brooklyn,"032700","3032700",E,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032700"
"5","1",Manhattan,"000500","1000500",I,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061000500"
"47","3",Brooklyn,"004700","3004700",I,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004700"
"86","3",Brooklyn,"008600","3008600",I,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008600"
"92.01","3",Brooklyn,"009201","3009201",E,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009201"
"423","3",Brooklyn,"042300","3042300",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042300"
"393","3",Brooklyn,"039300","3039300",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039300"
"235.01","2",Bronx,"023501","2023501",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023501"
"235.02","2",Bronx,"023502","2023502",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023502"
"197","2",Bronx,"019700","2019700",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019700"
"63.02","2",Bronx,"006302","2006302",I,Yankee Stadium-Macombs Dam Park,BX0491,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006302"
"199","2",Bronx,"019900","2019900",E,Highbridge,BX0402,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019900"
"237","1",Manhattan,"023700","1023700",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023700"
"241","1",Manhattan,"024100","1024100",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024100"
"195","3",Brooklyn,"019500","3019500",I,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019500"
"191","3",Brooklyn,"019100","3019100",I,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019100"
"193","3",Brooklyn,"019300","3019300",E,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019300"
"997.05","4",Queens,"099705","4099705",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099705"
"999","4",Queens,"099900","4099900",I,Fort Totten,QN0761,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099900"
"138","5",Staten Island,"013800","5013800",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013800"
"96.02","5",Staten Island,"009602","5009602",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085009602"
"177.02","5",Staten Island,"017702","5017702",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017702"
"424","3",Brooklyn,"042400","3042400",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042400"
"426","3",Brooklyn,"042600","3042600",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042600"
"164","3",Brooklyn,"016400","3016400",I,Fort Hamilton,BK1061,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016400"
"420","3",Brooklyn,"042000","3042000",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042000"
"542","3",Brooklyn,"054200","3054200",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054200"
"33","5",Staten Island,"003300","5003300",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085003300"
"730","3",Brooklyn,"073000","3073000",I,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047073000"
"736","3",Brooklyn,"073600","3073600",E,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047073600"
"133.02","5",Staten Island,"013302","5013302",I,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085013302"
"141","5",Staten Island,"014100","5014100",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085014100"
"1144","3",Brooklyn,"114400","3114400",I,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114400"
"221","3",Brooklyn,"022100","3022100",E,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047022100"
"305","3",Brooklyn,"030500","3030500",I,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047030500"
"1247","4",Queens,"124700","4124700",I,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081124700"
"1267","4",Queens,"126700","4126700",I,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081126700"
"1123","4",Queens,"112300","4112300",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081112300"
"1129","4",Queens,"112900","4112900",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081112900"
"128.01","3",Brooklyn,"012801","3012801",E,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012801"
"210","3",Brooklyn,"021000","3021000",E,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047021000"
"34","3",Brooklyn,"003400","3003400",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003400"
"21","3",Brooklyn,"002100","3002100",I,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002100"
"547","3",Brooklyn,"054700","3054700",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054700"
"10.01","1",Manhattan,"001001","1001001",I,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001001"
"549","3",Brooklyn,"054900","3054900",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054900"
"10.02","1",Manhattan,"001002","1001002",E,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001002"
"551","3",Brooklyn,"055100","3055100",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055100"
"20","1",Manhattan,"002000","1002000",E,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002000"
"555","3",Brooklyn,"055500","3055500",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055500"
"220","2",Bronx,"022000","2022000",E,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005022000"
"240","2",Bronx,"024000","2024000",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024000"
"916.04","4",Queens,"091604","4091604",I,Jacob Riis Park-Fort Tilden-Breezy Point Tip,QN8492,QN84,QN84 Jamaica Bay (East) (JIA 84 Approximation),"36081091604"
"397","3",Brooklyn,"039700","3039700",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039700"
"478.01","4",Queens,"047801","4047801",E,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081047801"
"482","4",Queens,"048200","4048200",I,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081048200"
"61","2",Bronx,"006100","2006100",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006100"
"257","2",Bronx,"025700","2025700",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005025700"
"666","3",Brooklyn,"066600","3066600",I,Marine Park-Plumb Island,BK1891,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066600"
"916.03","4",Queens,"091603","4091603",I,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081091603"
"31","1",Manhattan,"003100","1003100",I,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003100"
"45","1",Manhattan,"004500","1004500",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004500"
"33","1",Manhattan,"003300","1003300",I,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003300"
"47","1",Manhattan,"004700","1004700",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004700"
"37","1",Manhattan,"003700","1003700",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061003700"
"39","1",Manhattan,"003900","1003900",I,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003900"
"33.01","4",Queens,"003301","4003301",I,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003301"
"156.01","1",Manhattan,"015601","1015601",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015601"
"156.02","1",Manhattan,"015602","1015602",I,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061015602"
"194","2",Bronx,"019400","2019400",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005019400"
"274.02","2",Bronx,"027402","2027402",I,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005027402"
"398","3",Brooklyn,"039800","3039800",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039800"
"400","3",Brooklyn,"040000","3040000",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040000"
"106.01","1",Manhattan,"010601","1010601",I,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010601"
"18.04","3",Brooklyn,"001804","3001804",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001804"
"132","4",Queens,"013200","4013200",E,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013200"
"134","4",Queens,"013400","4013400",I,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013400"
"603","4",Queens,"060300","4060300",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060300"
"613.01","4",Queens,"061301","4061301",I,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081061301"
"92","2",Bronx,"009200","2009200",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009200"
"289","2",Bronx,"028900","2028900",E,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028900"
"309","1",Manhattan,"030900","1030900",E,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36061030900"
"291.04","5",Staten Island,"029104","5029104",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029104"
"291.05","5",Staten Island,"029105","5029105",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029105"
"77","5",Staten Island,"007700","5007700",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085007700"
"233","3",Brooklyn,"023300","3023300",E,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023300"
"235","3",Brooklyn,"023500","3023500",E,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023500"
"292","3",Brooklyn,"029200","3029200",E,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029200"
"294","3",Brooklyn,"029400","3029400",I,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029400"
"779.04","4",Queens,"077904","4077904",I,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077904"
"779.05","4",Queens,"077905","4077905",I,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077905"
"1257","4",Queens,"125700","4125700",E,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081125700"
"1265","4",Queens,"126500","4126500",I,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081126500"
"506","3",Brooklyn,"050600","3050600",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050600"
"1152","3",Brooklyn,"115200","3115200",E,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115200"
"1198","3",Brooklyn,"119800","3119800",I,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119800"
"90","1",Manhattan,"009000","1009000",I,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009000"
"86.03","1",Manhattan,"008603","1008603",I,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008603"
"98","1",Manhattan,"009800","1009800",I,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009800"
"394","2",Bronx,"039400","2039400",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039400"
"396","2",Bronx,"039600","2039600",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039600"
"293.02","2",Bronx,"029302","2029302",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029302"
"297","1",Manhattan,"029700","1029700",I,Inwood Hill Park,MN1292,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029700"
"447","3",Brooklyn,"044700","3044700",I,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044700"
"539.01","4",Queens,"053901","4053901",I,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053901"
"374.02","3",Brooklyn,"037402","3037402",E,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037402"
"386","3",Brooklyn,"038600","3038600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038600"
"165","3",Brooklyn,"016500","3016500",I,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016500"
"1502","3",Brooklyn,"150200","3150200",I,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047150200"
"412","3",Brooklyn,"041200","3041200",I,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041200"
"422","3",Brooklyn,"042200","3042200",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042200"
"450","3",Brooklyn,"045000","3045000",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045000"
"462.02","3",Brooklyn,"046202","3046202",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046202"
"283","3",Brooklyn,"028300","3028300",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028300"
"285.02","3",Brooklyn,"028502","3028502",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028502"
"335","3",Brooklyn,"033500","3033500",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033500"
"337.02","3",Brooklyn,"033702","3033702",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047033702"
"181.01","2",Bronx,"018101","2018101",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018101"
"183.02","2",Bronx,"018302","2018302",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018302"
"213","3",Brooklyn,"021300","3021300",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047021300"
"217","3",Brooklyn,"021700","3021700",E,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021700"
"19.03","2",Bronx,"001903","2001903",I,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001903"
"373","3",Brooklyn,"037300","3037300",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037300"
"401","3",Brooklyn,"040100","3040100",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040100"
"237.04","2",Bronx,"023704","2023704",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023704"
"383.01","2",Bronx,"038301","2038301",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038301"
"96","2",Bronx,"009600","2009600",I,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005009600"
"383.01","4",Queens,"038301","4038301",I,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081038301"
"114.02","5",Staten Island,"011402","5011402",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011402"
"934.01","4",Queens,"093401","4093401",I,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093401"
"934.02","4",Queens,"093402","4093402",I,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093402"
"938","4",Queens,"093800","4093800",E,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093800"
"2","3",Brooklyn,"000200","3000200",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047000200"
"18.03","3",Brooklyn,"001803","3001803",I,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001803"
